replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
6           	3300        	22          	0.7653      	0.01358     	0.2169      
6           	3400        	24          	0.7752      	0.05995     	0.1757      
6           	3500        	15          	0.7753      	0.007493    	0.2272      
6           	3600        	22          	0.7765      	0.03471     	0.1481      
6           	3700        	15          	0.7701      	0.02561     	0.1435      
6           	3800        	23          	0.7762      	0.01943     	0.1976      
6           	3900        	17          	0.7552      	0.01024     	0.1514      
6           	4000        	12          	0.7342      	-0.03334    	0.1381      
6           	4100        	16          	0.7131      	-0.07407    	0.1425      
6           	4200        	17          	0.7274      	-0.07331    	0.1599      
6           	4300        	11          	0.725       	-0.05907    	0.1287      
6           	4400        	15          	0.7371      	-0.0804     	0.1426      
6           	4500        	12          	0.7412      	-0.03739    	0.1224      
6           	4600        	16          	0.7492      	-0.04597    	0.1541      
6           	4700        	19          	0.7343      	-0.08773    	0.1638      
6           	4800        	20          	0.7258      	-0.1064     	0.1531      
6           	4900        	17          	0.7237      	-0.1653     	0.1337      
6           	5000        	18          	0.7259      	-0.1632     	0.1521      
7           	1           	152         	0.9866      	0.01753     	7.997       
7           	100         	59          	0.9652      	0.02877     	1.644       
7           	200         	42          	0.9526      	-0.05582    	0.939       
7           	300         	37          	0.9301      	-0.1136     	0.5976      
7           	400         	34          	0.9205      	-0.09123    	0.5255      
7           	500         	35          	0.9293      	-0.001654   	0.484       
7           	600         	32          	0.9271      	0.008031    	0.4713      
7           	700         	26          	0.9158      	0.01303     	0.4066      
7           	800         	27          	0.895       	-0.05983    	0.3288      
7           	900         	27          	0.8988      	-0.05108    	0.3009      
7           	1000        	24          	0.8911      	-0.08818    	0.2749      
7           	1100        	25          	0.8915      	-0.01292    	0.3007      
7           	1200        	20          	0.8923      	-0.04484    	0.3162      
7           	1300        	24          	0.8693      	0.04295     	0.3069      
7           	1400        	22          	0.8767      	0.05072     	0.2982      
7           	1500        	24          	0.8731      	-0.007323   	0.2481      
7           	1600        	23          	0.8698      	0.06447     	0.2569      
7           	1700        	22          	0.8518      	0.03664     	0.2577      
7           	1800        	25          	0.8274      	0.003883    	0.2013      
7           	1900        	24          	0.778       	0.05692     	0.1684      
7           	2000        	21          	0.7825      	0.1095      	0.1375      
7           	2100        	18          	0.816       	0.04118     	0.1553      
7           	2200        	21          	0.8009      	0.1009      	0.1559      
7           	2300        	22          	0.7991      	0.0745      	0.175       
7           	2400        	24          	0.7995      	0.0981      	0.1498      
7           	2500        	28          	0.7908      	0.03429     	0.1269      
7           	2600        	19          	0.8119      	0.03246     	0.1196      
7           	2700        	19          	0.8043      	0.04498     	0.1172      
