generation  	alive.rpl   	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6
384         	18          	1.506       	4.344e+05   	0.4109      	5.175e+04   	5.064e+04   	4.925e+04   	3.487e+04   	2.385e+04   	8620        
385         	18          	1.654       	3.94e+05    	0.7403      	4.643e+04   	5.074e+04   	4.861e+04   	3.358e+04   	2.226e+04   	7255        
386         	18          	2.052       	4.193e+05   	0.515       	4.622e+04   	5.102e+04   	4.721e+04   	3.967e+04   	2.155e+04   	5678        
387         	18          	1.917       	4.101e+05   	0.3406      	4.561e+04   	4.987e+04   	4.553e+04   	3.842e+04   	2.078e+04   	4037        
388         	18          	1.877       	4.083e+05   	0.4578      	4.631e+04   	4.986e+04   	4.427e+04   	3.735e+04   	1.956e+04   	2639        
389         	18          	1.099       	3.77e+05    	0.9927      	4.702e+04   	5.23e+04    	4.25e+04    	3.682e+04   	1.829e+04   	1501        
390         	18          	1.877       	3.713e+05   	0.4843      	4.723e+04   	5.19e+04    	4.053e+04   	3.521e+04   	1.677e+04   	816.2       
391         	18          	1.719       	3.693e+05   	0.4543      	4.688e+04   	5.112e+04   	3.821e+04   	3.414e+04   	1.544e+04   	403.4       
392         	18          	1.877       	3.673e+05   	0.6007      	4.659e+04   	4.938e+04   	3.662e+04   	3.321e+04   	1.421e+04   	204.8       
393         	18          	1.497       	3.677e+05   	0.9637      	4.607e+04   	4.778e+04   	3.461e+04   	3.216e+04   	1.342e+04   	82.33       
394         	18          	1.941       	3.705e+05   	0.5073      	4.499e+04   	4.651e+04   	3.315e+04   	3.13e+04    	2.3e+04     	48.09       
395         	18          	1.608       	3.739e+05   	0.446       	4.529e+04   	4.485e+04   	3.231e+04   	3.022e+04   	2.319e+04   	24          
396         	18          	1.694       	3.835e+05   	0.5536      	4.536e+04   	4.724e+04   	3.195e+04   	2.926e+04   	2.286e+04   	33.81       
397         	18          	1.941       	4.162e+05   	0.6335      	4.443e+04   	4.654e+04   	3.873e+04   	2.816e+04   	2.277e+04   	70.11       
398         	18          	2           	4.188e+05   	0.7748      	4.436e+04   	4.586e+04   	3.956e+04   	3.53e+04    	2.282e+04   	52.87       
399         	18          	2           	4.024e+05   	0.559       	4.513e+04   	4.572e+04   	4.669e+04   	3.43e+04    	2.233e+04   	48.61       
400         	18          	1.84        	4.238e+05   	0.5987      	4.505e+04   	4.535e+04   	4.649e+04   	3.353e+04   	3.156e+04   	34.42       
401         	18          	1.556       	4.032e+05   	0.4298      	3.936e+04   	4.484e+04   	4.636e+04   	3.303e+04   	3.107e+04   	36.91       
402         	18          	1.556       	4.014e+05   	0.6144      	4.048e+04   	4.512e+04   	4.534e+04   	3.244e+04   	3.044e+04   	19.36       
403         	18          	1.444       	4.01e+05    	0.4015      	4.17e+04    	4.491e+04   	4.473e+04   	3.178e+04   	2.925e+04   	24.03       
404         	18          	1.608       	4.287e+05   	0.516       	4.302e+04   	4.501e+04   	4.359e+04   	3.889e+04   	2.776e+04   	37.36       
405         	18          	1.917       	4.337e+05   	0.5483      	4.455e+04   	4.403e+04   	4.249e+04   	3.874e+04   	2.621e+04   	60.65       
406         	18          	1.543       	4.013e+05   	0.5761      	4.615e+04   	4.389e+04   	4.172e+04   	3.808e+04   	3.326e+04   	35.33       
407         	18          	1.765       	3.939e+05   	0.5846      	4.747e+04   	4.289e+04   	4.018e+04   	4.421e+04   	3.065e+04   	28.56       
408         	18          	1.543       	4.499e+05   	0.6068      	4.817e+04   	4.141e+04   	4.485e+04   	4.322e+04   	3.595e+04   	1.253e+04   
409         	18          	2           	4.754e+05   	0.6075      	5.037e+04   	4.483e+04   	4.38e+04    	4.243e+04   	3.487e+04   	1.246e+04   
410         	18          	1.83        	4.682e+05   	0.5032      	5.221e+04   	4.391e+04   	4.226e+04   	4.063e+04   	3.325e+04   	1.23e+04    
411         	18          	1.988       	5.051e+05   	0.4412      	5.363e+04   	4.272e+04   	4.051e+04   	4.54e+04    	3.175e+04   	1.177e+04   
412         	18          	2           	4.954e+05   	0.5595      	5.419e+04   	4.193e+04   	3.95e+04    	4.413e+04   	2.984e+04   	1.123e+04   
413         	18          	1.951       	4.935e+05   	0.6717      	5.481e+04   	4.089e+04   	3.912e+04   	4.353e+04   	2.832e+04   	1.041e+04   
414         	18          	1.84        	4.802e+05   	0.5985      	5.565e+04   	3.977e+04   	3.863e+04   	4.235e+04   	2.645e+04   	2.047e+04   
415         	18          	1.765       	4.804e+05   	0.3335      	5.543e+04   	3.933e+04   	3.788e+04   	4.12e+04    	2.444e+04   	1.954e+04   
416         	18          	1.917       	4.736e+05   	0.6694      	5.595e+04   	3.892e+04   	3.691e+04   	4.075e+04   	2.265e+04   	1.807e+04   
417         	18          	1.889       	4.654e+05   	0.6944      	5.542e+04   	3.938e+04   	3.594e+04   	3.961e+04   	2.058e+04   	1.647e+04   
418         	18          	2           	4.606e+05   	0.5248      	5.476e+04   	3.967e+04   	3.462e+04   	3.892e+04   	1.844e+04   	1.494e+04   
419         	18          	2.111       	4.824e+05   	0.5272      	5.533e+04   	3.948e+04   	3.337e+04   	4.348e+04   	1.635e+04   	1.362e+04   
420         	18          	1.941       	4.861e+05   	0.9811      	5.553e+04   	5.127e+04   	3.214e+04   	4.355e+04   	1.481e+04   	1.24e+04    
421         	18          	1.917       	4.827e+05   	0.4226      	5.492e+04   	5.206e+04   	3.104e+04   	4.287e+04   	1.373e+04   	1.142e+04   
422         	18          	1.951       	4.545e+05   	0.6101      	5.106e+04   	5.218e+04   	2.984e+04   	4.169e+04   	1.304e+04   	1.042e+04   
423         	18          	1.877       	4.569e+05   	0.631       	4.64e+04    	5.266e+04   	2.898e+04   	4.068e+04   	1.26e+04    	9372        
424         	18          	1.793       	4.938e+05   	0.7465      	4.545e+04   	5.196e+04   	2.79e+04    	3.927e+04   	3.252e+04   	8132        
425         	18          	1.84        	4.854e+05   	0.7109      	4.64e+04    	5.254e+04   	2.673e+04   	3.734e+04   	3.246e+04   	6647        
426         	18          	2.222       	4.833e+05   	0.8495      	4.528e+04   	5.225e+04   	2.583e+04   	3.567e+04   	3.242e+04   	4944        
427         	18          	2.284       	4.764e+05   	0.6825      	4.558e+04   	5.176e+04   	2.487e+04   	3.443e+04   	3.198e+04   	3410        
428         	18          	1.694       	4.798e+05   	0.5555      	4.621e+04   	5.123e+04   	2.421e+04   	3.296e+04   	3.197e+04   	2218        
429         	18          	2.09        	4.721e+05   	0.4666      	4.598e+04   	5.55e+04    	2.376e+04   	3.215e+04   	3.146e+04   	1255        
430         	18          	2.111       	4.686e+05   	0.9695      	4.583e+04   	5.549e+04   	2.344e+04   	3.1e+04     	3.094e+04   	656.5       
431         	18          	2.444       	4.766e+05   	0.7205      	4.58e+04    	5.478e+04   	2.303e+04   	3.051e+04   	3.025e+04   	331         
432         	18          	2.312       	4.817e+05   	0.8256      	4.552e+04   	5.499e+04   	2.297e+04   	3.021e+04   	2.91e+04    	173.8       
433         	18          	2.173       	4.777e+05   	0.9828      	4.536e+04   	5.554e+04   	2.281e+04   	2.959e+04   	2.78e+04    	71.95       
434         	18          	1.778       	4.518e+05   	0.5992      	4.553e+04   	5.465e+04   	2.287e+04   	3.684e+04   	2.656e+04   	34.69       
435         	18          	2.222       	4.292e+05   	0.6489      	4.628e+04   	5.5e+04     	2.307e+04   	3.557e+04   	3.41e+04    	19.51       
436         	18          	1.556       	4.568e+05   	0.3113      	4.671e+04   	5.496e+04   	2.293e+04   	3.48e+04    	5.221e+04   	73.92       
437         	18          	2.028       	4.189e+05   	0.8549      	4.604e+04   	5.499e+04   	2.296e+04   	3.337e+04   	5.485e+04   	55.1        
438         	18          	2.111       	4.131e+05   	0.7709      	4.608e+04   	5.335e+04   	2.308e+04   	3.262e+04   	5.38e+04    	44.35       
439         	18          	1.988       	4.1e+05     	0.5867      	4.603e+04   	5.225e+04   	2.309e+04   	3.106e+04   	5.284e+04   	45.14       
440         	18          	1.756       	4.093e+05   	0.6571      	4.617e+04   	5.166e+04   	2.3e+04     	3.014e+04   	5.162e+04   	30.65       
441         	18          	1.988       	4.128e+05   	0.4108      	4.684e+04   	4.971e+04   	2.296e+04   	2.988e+04   	5.028e+04   	56.76       
442         	18          	2.111       	3.812e+05   	0.8552      	4.632e+04   	4.963e+04   	2.303e+04   	3.705e+04   	4.888e+04   	44.14       
443         	18          	2.111       	3.847e+05   	0.7709      	4.658e+04   	4.93e+04    	2.329e+04   	3.571e+04   	4.605e+04   	20.35       
444         	18          	2.062       	3.945e+05   	0.8789      	4.711e+04   	4.941e+04   	3.263e+04   	3.469e+04   	4.27e+04    	26.53       
445         	18          	2.028       	4.022e+05   	0.6086      	4.699e+04   	5.047e+04   	3.262e+04   	3.39e+04    	3.906e+04   	39.1        
446         	18          	2.312       	4.341e+05   	0.5271      	4.674e+04   	5.053e+04   	4.049e+04   	4.022e+04   	3.55e+04    	11.33       
447         	18          	2.444       	4.333e+05   	0.4845      	4.586e+04   	5.112e+04   	4.676e+04   	3.894e+04   	3.297e+04   	45.67       
448         	18          	1.877       	4.39e+05    	0.6395      	4.63e+04    	5.116e+04   	4.653e+04   	3.887e+04   	3.033e+04   	75.88       
449         	18          	2.238       	4.559e+05   	0.6477      	3.984e+04   	5.09e+04    	4.604e+04   	3.787e+04   	2.853e+04   	60.58       
450         	18          	2.25        	4.567e+05   	0.9285      	4.037e+04   	5.134e+04   	5.03e+04    	3.685e+04   	2.642e+04   	40.25       
451         	18          	1.765       	4.608e+05   	1.028       	4.036e+04   	5.189e+04   	4.979e+04   	3.577e+04   	2.499e+04   	48.13       
452         	18          	2.173       	4.64e+05    	0.6307      	4.041e+04   	5.133e+04   	4.939e+04   	3.474e+04   	2.395e+04   	36.14       
453         	18          	2.333       	4.713e+05   	0.547       	4.046e+04   	5.067e+04   	4.83e+04    	3.329e+04   	2.337e+04   	63.92       
454         	18          	1.645       	4.057e+05   	0.4738      	4.009e+04   	5.435e+04   	5.114e+04   	3.922e+04   	2.311e+04   	59.28       
455         	18          	1.472       	4.192e+05   	0.5429      	3.914e+04   	5.342e+04   	5.018e+04   	3.753e+04   	3.178e+04   	37.06       
456         	18          	2.361       	4.178e+05   	0.8193      	3.922e+04   	5.508e+04   	4.865e+04   	3.627e+04   	3.235e+04   	73.13       
457         	18          	2.432       	4.222e+05   	0.6248      	3.921e+04   	5.426e+04   	4.911e+04   	3.457e+04   	3.229e+04   	82.98       
458         	18          	2.275       	4.208e+05   	0.4825      	3.825e+04   	5.308e+04   	4.829e+04   	3.345e+04   	3.205e+04   	46.47       
459         	18          	2.312       	4.416e+05   	0.7443      	3.894e+04   	5.042e+04   	4.691e+04   	3.912e+04   	3.174e+04   	67          
460         	18          	2.222       	4.541e+05   	0.5744      	4.007e+04   	4.902e+04   	4.518e+04   	3.857e+04   	3.185e+04   	38.67       
461         	18          	2.173       	4.636e+05   	0.5702      	4.07e+04    	4.717e+04   	4.371e+04   	3.778e+04   	3.123e+04   	49.5        
462         	18          	1.806       	4.609e+05   	0.8427      	4.053e+04   	4.487e+04   	4.119e+04   	3.686e+04   	3.004e+04   	54.78       
463         	18          	2.201       	4.492e+05   	0.7746      	4.173e+04   	4.205e+04   	4.436e+04   	3.603e+04   	2.867e+04   	49          
464         	18          	2.09        	4.581e+05   	0.807       	4.319e+04   	4.007e+04   	4.327e+04   	3.513e+04   	2.727e+04   	105.8       
465         	18          	1.432       	4.688e+05   	0.6548      	4.419e+04   	3.917e+04   	4.163e+04   	3.433e+04   	2.644e+04   	1.245e+04   
466         	18          	2.284       	4.791e+05   	0.7301      	4.489e+04   	3.843e+04   	3.989e+04   	3.348e+04   	2.516e+04   	1.211e+04   
467         	18          	2.284       	4.732e+05   	0.7106      	4.523e+04   	3.843e+04   	3.863e+04   	3.278e+04   	3.307e+04   	1.18e+04    
468         	18          	1.395       	4.809e+05   	0.6542      	3.966e+04   	4.324e+04   	3.745e+04   	3.223e+04   	4.019e+04   	1.134e+04   
469         	18          	1.84        	5.036e+05   	0.7414      	4.025e+04   	4.331e+04   	3.583e+04   	3.996e+04   	3.973e+04   	1.07e+04    
470         	18          	2           	4.77e+05    	0.4385      	4.055e+04   	4.463e+04   	3.366e+04   	3.948e+04   	4.016e+04   	2.104e+04   
471         	18          	2.136       	4.697e+05   	0.7784      	4.086e+04   	4.986e+04   	3.17e+04    	3.921e+04   	3.978e+04   	1.998e+04   
472         	18          	2.173       	4.735e+05   	0.6852      	4.058e+04   	5.062e+04   	2.966e+04   	3.835e+04   	3.948e+04   	1.857e+04   
473         	18          	2.238       	4.534e+05   	0.8574      	4.005e+04   	5.12e+04    	2.745e+04   	3.809e+04   	3.8e+04     	2.692e+04   
474         	18          	2.09        	4.208e+05   	0.8292      	3.169e+04   	5.087e+04   	2.571e+04   	3.71e+04    	4.432e+04   	2.477e+04   
475         	18          	2.222       	4.165e+05   	0.8829      	3.111e+04   	5.129e+04   	2.426e+04   	3.595e+04   	4.325e+04   	2.291e+04   
476         	18          	2.136       	3.873e+05   	0.6033      	3.202e+04   	5.404e+04   	2.34e+04    	4.178e+04   	4.146e+04   	2.075e+04   
477         	18          	2.015       	3.808e+05   	0.7824      	3.199e+04   	5.461e+04   	2.289e+04   	4.045e+04   	3.952e+04   	1.867e+04   
478         	18          	2.136       	3.951e+05   	0.5622      	3.253e+04   	5.712e+04   	3.186e+04   	4.494e+04   	3.716e+04   	1.643e+04   
479         	18          	1.917       	3.811e+05   	0.7284      	3.232e+04   	5.829e+04   	3.206e+04   	4.45e+04    	3.487e+04   	1.39e+04    
480         	18          	1.667       	3.473e+05   	0.6774      	3.222e+04   	5.68e+04    	4.024e+04   	4.853e+04   	3.201e+04   	1.118e+04   
481         	17          	0.9273      	2.676e+05   	0.425       	3.375e+04   	5.847e+04   	3.329e+04   	4.247e+04   	2.223e+04   	8881        
482         	17          	1.758       	2.716e+05   	0.4981      	3.161e+04   	5.823e+04   	3.29e+04    	4.097e+04   	2.049e+04   	6254        
483         	17          	2.014       	3.13e+05    	0.8424      	3.259e+04   	5.647e+04   	4.038e+04   	3.905e+04   	1.857e+04   	1.581e+04   
484         	17          	1.661       	3.213e+05   	0.9466      	3.311e+04   	5.49e+04    	4.634e+04   	4.118e+04   	1.7e+04     	1.458e+04   
485         	17          	1.889       	3.248e+05   	0.3529      	3.347e+04   	5.64e+04    	4.579e+04   	3.926e+04   	1.559e+04   	1.358e+04   
486         	17          	1.654       	3.311e+05   	0.4178      	3.374e+04   	5.716e+04   	4.462e+04   	3.715e+04   	1.444e+04   	2.399e+04   
487         	17          	1.779       	3.423e+05   	0.3577      	3.366e+04   	5.665e+04   	4.343e+04   	3.458e+04   	2.404e+04   	2.391e+04   
488         	17          	1.896       	3.49e+05    	0.5552      	3.419e+04   	5.582e+04   	4.227e+04   	3.248e+04   	2.366e+04   	2.378e+04   
489         	17          	1.661       	3.624e+05   	0.5352      	3.588e+04   	5.624e+04   	4.226e+04   	2.984e+04   	2.373e+04   	2.362e+04   
490         	17          	1.661       	3.301e+05   	0.4988      	2.877e+04   	5.679e+04   	4.192e+04   	2.824e+04   	2.353e+04   	2.344e+04   
491         	17          	1.502       	3.282e+05   	0.2808      	2.982e+04   	5.439e+04   	4.144e+04   	2.58e+04    	2.32e+04    	2.261e+04   
492         	17          	1.308       	3.533e+05   	0.7536      	3.125e+04   	5.376e+04   	4.692e+04   	2.447e+04   	2.299e+04   	2.155e+04   
493         	17          	1.91        	3.744e+05   	1.127       	3.124e+04   	5.359e+04   	4.715e+04   	2.392e+04   	2.211e+04   	3.928e+04   
494         	17          	1.19        	3.353e+05   	0.4841      	3.241e+04   	5.344e+04   	4.804e+04   	2.338e+04   	2.085e+04   	5.016e+04   
495         	17          	1.654       	2.852e+05   	0.763       	3.342e+04   	4.894e+04   	5.271e+04   	2.29e+04    	1.973e+04   	4.808e+04   
496         	17          	1.308       	2.845e+05   	0.5304      	3.326e+04   	4.861e+04   	5.316e+04   	2.244e+04   	1.818e+04   	4.599e+04   
497         	17          	1.543       	2.848e+05   	0.4128      	3.329e+04   	4.842e+04   	5.255e+04   	2.179e+04   	1.695e+04   	4.272e+04   
498         	17          	1.758       	2.86e+05    	0.6198      	3.374e+04   	4.779e+04   	5.334e+04   	2.095e+04   	1.577e+04   	4.007e+04   
499         	17          	1.779       	2.858e+05   	0.3215      	3.376e+04   	4.772e+04   	5.233e+04   	1.99e+04    	1.47e+04    	3.663e+04   
500         	17          	2.007       	2.836e+05   	0.2238      	3.381e+04   	4.799e+04   	5.202e+04   	1.851e+04   	1.391e+04   	3.229e+04   
501         	17          	1.474       	3.191e+05   	0.9172      	3.377e+04   	4.716e+04   	5.145e+04   	1.71e+04    	2.443e+04   	3.443e+04   
502         	17          	2.443       	3.304e+05   	0.3961      	3.41e+04    	4.667e+04   	5.125e+04   	1.56e+04    	2.42e+04    	3.571e+04   
503         	17          	2.062       	3.451e+05   	0.6267      	3.246e+04   	4.711e+04   	5.057e+04   	2.512e+04   	2.402e+04   	3.151e+04   
504         	17          	1.758       	3.616e+05   	0.7257      	3.241e+04   	4.874e+04   	4.927e+04   	2.441e+04   	2.371e+04   	3.431e+04   
505         	17          	1.419       	3.771e+05   	0.4797      	3.3e+04     	4.984e+04   	4.899e+04   	2.426e+04   	2.303e+04   	3.288e+04   
506         	17          	1.945       	3.828e+05   	0.6132      	3.328e+04   	5.113e+04   	4.782e+04   	2.393e+04   	2.213e+04   	4.522e+04   
507         	17          	1.405       	4.492e+05   	0.1874      	3.442e+04   	5.192e+04   	4.749e+04   	2.322e+04   	3.124e+04   	4.596e+04   
508         	17          	1.737       	4.669e+05   	1.071       	3.471e+04   	5.207e+04   	4.727e+04   	2.276e+04   	3.023e+04   	4.574e+04   
509         	17          	1.426       	4.292e+05   	0.3201      	3.507e+04   	4.756e+04   	4.739e+04   	2.236e+04   	2.865e+04   	4.538e+04   
510         	17          	1.889       	4.265e+05   	0.8672      	3.552e+04   	4.805e+04   	4.668e+04   	2.157e+04   	2.752e+04   	4.458e+04   
511         	17          	1.405       	4.272e+05   	0.6287      	3.69e+04    	4.861e+04   	4.687e+04   	2.094e+04   	2.611e+04   	4.254e+04   
512         	17          	1.384       	3.743e+05   	0.5336      	3.777e+04   	4.773e+04   	4.733e+04   	1.984e+04   	3.378e+04   	4.007e+04   
513         	17          	1.543       	3.149e+05   	0.529       	3.844e+04   	4.69e+04    	4.74e+04    	2.83e+04    	3.276e+04   	3.693e+04   
514         	17          	2.125       	3.161e+05   	0.4476      	3.976e+04   	4.772e+04   	4.757e+04   	3.416e+04   	3.203e+04   	3.384e+04   
515         	17          	1.875       	3.099e+05   	0.5803      	4.025e+04   	4.683e+04   	4.8e+04     	3.37e+04    	3.09e+04    	3.001e+04   
516         	17          	1.758       	3.427e+05   	0.6195      	4.118e+04   	4.655e+04   	4.852e+04   	3.321e+04   	3.008e+04   	3.35e+04    
517         	17          	1.875       	4.052e+05   	0.4044      	4.102e+04   	4.652e+04   	4.855e+04   	3.211e+04   	3.718e+04   	3.651e+04   
518         	17          	2.125       	4.046e+05   	0.6161      	4.138e+04   	4.677e+04   	4.788e+04   	3.11e+04    	3.501e+04   	3.256e+04   
519         	17          	1.419       	4.139e+05   	0.2636      	4.108e+04   	4.653e+04   	4.828e+04   	3.005e+04   	3.236e+04   	2.968e+04   
520         	17          	1.426       	4.202e+05   	0.6267      	4.193e+04   	4.444e+04   	4.817e+04   	2.862e+04   	2.942e+04   	2.725e+04   
521         	17          	1.758       	4.322e+05   	0.975       	4.125e+04   	4.576e+04   	4.821e+04   	2.621e+04   	2.696e+04   	2.464e+04   
522         	17          	2.007       	4.454e+05   	0.7592      	4.102e+04   	4.654e+04   	4.85e+04    	2.389e+04   	2.471e+04   	2.265e+04   
523         	17          	1.758       	4.633e+05   	0.743       	4.168e+04   	4.774e+04   	4.879e+04   	2.147e+04   	2.236e+04   	2.085e+04   
524         	17          	2.014       	4.669e+05   	0.3368      	4.155e+04   	4.991e+04   	4.848e+04   	1.861e+04   	2.021e+04   	1.906e+04   
525         	17          	1.522       	4.449e+05   	0.4455      	4.188e+04   	5.16e+04    	4.854e+04   	1.668e+04   	1.867e+04   	2.675e+04   
526         	17          	1.502       	4.095e+05   	0.4869      	4.099e+04   	5.261e+04   	4.865e+04   	1.516e+04   	1.664e+04   	2.45e+04    
527         	17          	2.228       	5.046e+05   	0.6191      	4.141e+04   	5.335e+04   	4.895e+04   	2.426e+04   	3.342e+04   	2.18e+04    
528         	17          	1.855       	4.95e+05    	0.4697      	4.087e+04   	5.278e+04   	4.847e+04   	2.407e+04   	3.327e+04   	1.897e+04   
529         	17          	1.792       	4.889e+05   	1.066       	3.958e+04   	5.296e+04   	4.856e+04   	2.373e+04   	3.364e+04   	1.667e+04   
530         	17          	1.993       	4.832e+05   	0.6288      	3.998e+04   	5.284e+04   	4.894e+04   	2.375e+04   	3.343e+04   	1.43e+04    
531         	17          	2.014       	4.739e+05   	0.6066      	4.103e+04   	5.294e+04   	4.915e+04   	2.324e+04   	3.292e+04   	1.247e+04   
532         	17          	1.675       	4.33e+05    	0.6632      	3.33e+04    	5.333e+04   	4.918e+04   	2.282e+04   	3.202e+04   	2.22e+04    
533         	17          	1.827       	4.257e+05   	0.6936      	3.301e+04   	5.309e+04   	4.856e+04   	2.234e+04   	3.145e+04   	2.05e+04    
534         	17          	1.543       	4.213e+05   	0.925       	3.346e+04   	5.303e+04   	4.823e+04   	2.157e+04   	3.023e+04   	1.903e+04   
535         	17          	1.502       	4.151e+05   	0.5142      	3.408e+04   	5.248e+04   	4.864e+04   	2.057e+04   	2.88e+04    	1.728e+04   
536         	17          	1.654       	4.103e+05   	0.3932      	3.426e+04   	5.222e+04   	4.893e+04   	1.922e+04   	2.722e+04   	1.534e+04   
537         	17          	1.758       	4.002e+05   	0.7289      	3.404e+04   	5.167e+04   	4.9e+04     	1.782e+04   	2.633e+04   	1.318e+04   
538         	17          	1.675       	3.767e+05   	0.6009      	3.395e+04   	5.121e+04   	4.906e+04   	1.631e+04   	3.433e+04   	1.115e+04   
539         	17          	1.536       	3.29e+05    	0.4051      	3.41e+04    	4.742e+04   	4.879e+04   	1.49e+04    	3.388e+04   	8928        
540         	17          	1.308       	3.314e+05   	0.5003      	3.421e+04   	4.767e+04   	4.888e+04   	1.395e+04   	3.337e+04   	7051        
541         	17          	1.405       	3.38e+05    	0.7531      	3.412e+04   	4.894e+04   	4.928e+04   	1.344e+04   	3.322e+04   	5185        
542         	17          	1.405       	3.327e+05   	0.4332      	3.423e+04   	4.874e+04   	4.878e+04   	1.309e+04   	4.079e+04   	3551        
543         	17          	1.654       	3.37e+05    	0.7168      	3.386e+04   	4.973e+04   	4.881e+04   	1.292e+04   	4.034e+04   	2258        
544         	17          	1.592       	3.488e+05   	0.5884      	3.417e+04   	5.112e+04   	4.838e+04   	1.292e+04   	3.893e+04   	1.392e+04   
545         	17          	1.772       	3.313e+05   	0.5729      	3.421e+04   	5.123e+04   	5.309e+04   	1.3e+04     	3.799e+04   	1.352e+04   
546         	17          	1.439       	3.317e+05   	0.6364      	3.441e+04   	5.107e+04   	5.395e+04   	1.3e+04     	3.601e+04   	1.33e+04    
547         	17          	1.889       	3.131e+05   	0.8971      	3.41e+04    	5.132e+04   	5.356e+04   	1.306e+04   	3.386e+04   	2.439e+04   
548         	17          	1.308       	3.106e+05   	0.518       	3.38e+04    	5.126e+04   	5.338e+04   	1.293e+04   	3.07e+04    	2.442e+04   
549         	17          	1.772       	3.108e+05   	0.6511      	3.418e+04   	5.115e+04   	5.379e+04   	1.302e+04   	2.726e+04   	2.421e+04   
550         	17          	1.405       	3.547e+05   	0.713       	3.429e+04   	5.02e+04    	5.29e+04    	1.307e+04   	3.212e+04   	3.401e+04   
551         	17          	1.052       	3.624e+05   	0.1753      	3.464e+04   	5.094e+04   	5.313e+04   	1.308e+04   	2.878e+04   	3.294e+04   
552         	17          	1.592       	3.592e+05   	0.639       	3.418e+04   	5.187e+04   	5.165e+04   	1.287e+04   	2.626e+04   	3.206e+04   
553         	17          	1.619       	3.675e+05   	0.4689      	3.399e+04   	5.359e+04   	5.205e+04   	1.294e+04   	2.469e+04   	3.114e+04   
554         	17          	1.993       	4.062e+05   	0.8988      	3.426e+04   	5.33e+04    	5.218e+04   	1.303e+04   	2.309e+04   	3.827e+04   
555         	17          	1.855       	4.225e+05   	0.6427      	3.409e+04   	5.391e+04   	5.147e+04   	2.44e+04    	2.234e+04   	3.646e+04   
556         	17          	1.772       	4.352e+05   	0.4185      	3.454e+04   	5.451e+04   	5.09e+04    	2.402e+04   	2.092e+04   	3.38e+04    
557         	17          	1.654       	4.702e+05   	0.5705      	3.422e+04   	5.568e+04   	4.931e+04   	3.345e+04   	2.01e+04    	3.115e+04   
558         	17          	1.64        	4.647e+05   	0.761       	3.232e+04   	5.62e+04    	4.814e+04   	3.326e+04   	1.906e+04   	2.86e+04    
559         	17          	1.308       	4.651e+05   	0.5073      	3.318e+04   	5.633e+04   	4.727e+04   	3.278e+04   	1.763e+04   	2.469e+04   
560         	17          	1.405       	4.498e+05   	0.5404      	3.382e+04   	5.28e+04    	4.707e+04   	3.193e+04   	1.618e+04   	2.16e+04    
561         	17          	1.619       	4.477e+05   	1.019       	3.348e+04   	5.255e+04   	4.725e+04   	3.08e+04    	1.51e+04    	1.807e+04   
562         	17          	1.709       	5.241e+05   	0.5203      	3.346e+04   	5.297e+04   	5.157e+04   	2.951e+04   	1.4e+04     	2.487e+04   
563         	17          	1.536       	4.909e+05   	0.6182      	3.219e+04   	5.306e+04   	5.192e+04   	3.604e+04   	1.35e+04    	2.295e+04   
564         	17          	1.64        	4.831e+05   	0.7083      	3.271e+04   	5.338e+04   	5.215e+04   	3.456e+04   	1.311e+04   	2.124e+04   
565         	17          	1.702       	4.772e+05   	0.7759      	3.335e+04   	5.319e+04   	5.252e+04   	3.265e+04   	1.301e+04   	1.95e+04    
566         	17          	1.709       	4.983e+05   	0.6733      	3.379e+04   	5.354e+04   	5.657e+04   	3.866e+04   	1.3e+04     	1.777e+04   
567         	17          	1.869       	5.526e+05   	0.7778      	3.385e+04   	5.26e+04    	5.71e+04    	3.808e+04   	2.435e+04   	1.59e+04    
568         	17          	1.875       	5.403e+05   	0.9291      	3.214e+04   	5.264e+04   	5.718e+04   	3.695e+04   	2.428e+04   	1.383e+04   
569         	17          	2.118       	5.364e+05   	1.047       	3.274e+04   	5.299e+04   	5.716e+04   	3.564e+04   	2.442e+04   	1.185e+04   
570         	17          	2.574       	5.352e+05   	0.5857      	3.345e+04   	5.29e+04    	5.899e+04   	3.453e+04   	2.451e+04   	1.011e+04   
571         	17          	2.339       	5.667e+05   	0.7276      	3.395e+04   	5.319e+04   	5.829e+04   	4.099e+04   	2.447e+04   	8219        
572         	17          	2.471       	5.587e+05   	0.9818      	3.445e+04   	5.385e+04   	5.862e+04   	4.037e+04   	2.451e+04   	6312        
573         	17          	2.339       	5.837e+05   	0.9747      	3.396e+04   	5.387e+04   	5.733e+04   	3.992e+04   	2.471e+04   	1.645e+04   
574         	17          	2.104       	6.071e+05   	0.6077      	3.346e+04   	5.373e+04   	5.783e+04   	4.595e+04   	3.436e+04   	1.526e+04   
575         	17          	2.464       	6.212e+05   	0.9833      	3.395e+04   	5.25e+04    	5.782e+04   	5.134e+04   	3.395e+04   	1.415e+04   
576         	17          	2.221       	6.089e+05   	0.4745      	2.445e+04   	5.325e+04   	5.818e+04   	5.008e+04   	3.402e+04   	2.422e+04   
577         	17          	2.498       	6.078e+05   	0.9355      	2.366e+04   	5.346e+04   	5.787e+04   	4.881e+04   	3.404e+04   	2.377e+04   
