replicate   	generation  	adlt.nbInd  	q.adlt.a.freq_l1_a1	q.adlt.a.freq_l1_a2	q.adlt.a.freq_l2_a1	q.adlt.a.freq_l2_a2
16          	108         	1000        	1           	0           	0.713       	0.287       
16          	109         	1000        	1           	0           	0.7045      	0.2955      
16          	110         	1000        	1           	0           	0.697       	0.303       
16          	111         	1000        	1           	0           	0.7005      	0.2995      
16          	112         	1000        	1           	0           	0.6835      	0.3165      
16          	113         	1000        	1           	0           	0.688       	0.312       
16          	114         	1000        	1           	0           	0.687       	0.313       
16          	115         	1000        	1           	0           	0.6815      	0.3185      
16          	116         	1000        	1           	0           	0.69        	0.31        
16          	117         	1000        	1           	0           	0.687       	0.313       
16          	118         	1000        	1           	0           	0.6855      	0.3145      
16          	119         	1000        	1           	0           	0.714       	0.286       
16          	120         	1000        	1           	0           	0.726       	0.274       
16          	121         	1000        	1           	0           	0.752       	0.248       
16          	122         	1000        	1           	0           	0.7575      	0.2425      
16          	123         	1000        	1           	0           	0.753       	0.247       
16          	124         	1000        	1           	0           	0.7635      	0.2365      
16          	125         	1000        	1           	0           	0.7635      	0.2365      
16          	126         	1000        	1           	0           	0.751       	0.249       
16          	127         	1000        	1           	0           	0.7335      	0.2665      
16          	128         	1000        	1           	0           	0.73        	0.27        
16          	129         	1000        	1           	0           	0.734       	0.266       
16          	130         	1000        	1           	0           	0.729       	0.271       
16          	131         	1000        	1           	0           	0.7145      	0.2855      
16          	132         	1000        	1           	0           	0.703       	0.297       
16          	133         	1000        	1           	0           	0.7165      	0.2835      
16          	134         	1000        	1           	0           	0.704       	0.296       
16          	135         	1000        	1           	0           	0.699       	0.301       
16          	136         	1000        	1           	0           	0.7135      	0.2865      
16          	137         	1000        	1           	0           	0.718       	0.282       
16          	138         	1000        	1           	0           	0.7255      	0.2745      
16          	139         	1000        	1           	0           	0.7125      	0.2875      
16          	140         	1000        	1           	0           	0.7165      	0.2835      
16          	141         	1000        	1           	0           	0.71        	0.29        
16          	142         	1000        	1           	0           	0.7065      	0.2935      
16          	143         	1000        	1           	0           	0.722       	0.278       
16          	144         	1000        	1           	0           	0.738       	0.262       
16          	145         	1000        	1           	0           	0.7405      	0.2595      
16          	146         	1000        	1           	0           	0.732       	0.268       
16          	147         	1000        	1           	0           	0.731       	0.269       
16          	148         	1000        	1           	0           	0.739       	0.261       
16          	149         	1000        	1           	0           	0.7455      	0.2545      
16          	150         	1000        	1           	0           	0.7455      	0.2545      
16          	151         	1000        	1           	0           	0.736       	0.264       
16          	152         	1000        	1           	0           	0.7365      	0.2635      
16          	153         	1000        	1           	0           	0.7395      	0.2605      
16          	154         	1000        	1           	0           	0.7475      	0.2525      
16          	155         	1000        	1           	0           	0.75        	0.25        
16          	156         	1000        	1           	0           	0.756       	0.244       
16          	157         	1000        	1           	0           	0.7745      	0.2255      
16          	158         	1000        	1           	0           	0.757       	0.243       
16          	159         	1000        	1           	0           	0.769       	0.231       
16          	160         	1000        	1           	0           	0.784       	0.216       
16          	161         	1000        	1           	0           	0.778       	0.222       
16          	162         	1000        	1           	0           	0.778       	0.222       
16          	163         	1000        	1           	0           	0.77        	0.23        
16          	164         	1000        	1           	0           	0.77        	0.23        
16          	165         	1000        	1           	0           	0.772       	0.228       
16          	166         	1000        	1           	0           	0.7705      	0.2295      
16          	167         	1000        	1           	0           	0.776       	0.224       
16          	168         	1000        	1           	0           	0.779       	0.221       
16          	169         	1000        	1           	0           	0.783       	0.217       
16          	170         	1000        	1           	0           	0.7965      	0.2035      
16          	171         	1000        	1           	0           	0.8075      	0.1925      
16          	172         	1000        	1           	0           	0.8005      	0.1995      
16          	173         	1000        	1           	0           	0.7965      	0.2035      
16          	174         	1000        	1           	0           	0.802       	0.198       
16          	175         	1000        	1           	0           	0.797       	0.203       
16          	176         	1000        	1           	0           	0.796       	0.204       
16          	177         	1000        	1           	0           	0.804       	0.196       
16          	178         	1000        	1           	0           	0.802       	0.198       
16          	179         	1000        	1           	0           	0.8085      	0.1915      
16          	180         	1000        	1           	0           	0.7975      	0.2025      
16          	181         	1000        	1           	0           	0.8055      	0.1945      
16          	182         	1000        	1           	0           	0.815       	0.185       
16          	183         	1000        	1           	0           	0.805       	0.195       
16          	184         	1000        	1           	0           	0.7995      	0.2005      
16          	185         	1000        	1           	0           	0.8145      	0.1855      
16          	186         	1000        	1           	0           	0.8185      	0.1815      
16          	187         	1000        	1           	0           	0.8095      	0.1905      
16          	188         	1000        	1           	0           	0.821       	0.179       
16          	189         	1000        	1           	0           	0.824       	0.176       
16          	190         	1000        	1           	0           	0.8345      	0.1655      
16          	191         	1000        	1           	0           	0.8315      	0.1685      
16          	192         	1000        	1           	0           	0.833       	0.167       
16          	193         	1000        	1           	0           	0.8345      	0.1655      
16          	194         	1000        	1           	0           	0.8405      	0.1595      
16          	195         	1000        	1           	0           	0.8375      	0.1625      
16          	196         	1000        	1           	0           	0.8215      	0.1785      
16          	197         	1000        	1           	0           	0.831       	0.169       
16          	198         	1000        	1           	0           	0.827       	0.173       
16          	199         	1000        	1           	0           	0.829       	0.171       
16          	200         	1000        	1           	0           	0.839       	0.161       
17          	1           	2           	0.5         	0.5         	0.5         	0.5         
17          	2           	7           	0.7857      	0.2143      	0.5714      	0.4286      
17          	3           	22          	0.75        	0.25        	0.4773      	0.5227      
17          	4           	87          	0.7414      	0.2586      	0.5057      	0.4943      
17          	5           	426         	0.7289      	0.2711      	0.4812      	0.5188      
17          	6           	1000        	0.7775      	0.2225      	0.486       	0.514       
17          	7           	1000        	0.8085      	0.1915      	0.4735      	0.5265      
17          	8           	1000        	0.841       	0.159       	0.465       	0.535       
17          	9           	1000        	0.8425      	0.1575      	0.4665      	0.5335      
17          	10          	1000        	0.8425      	0.1575      	0.4735      	0.5265      
17          	11          	1000        	0.86        	0.14        	0.483       	0.517       
17          	12          	1000        	0.861       	0.139       	0.4705      	0.5295      
17          	13          	1000        	0.873       	0.127       	0.47        	0.53        
17          	14          	1000        	0.892       	0.108       	0.482       	0.518       
17          	15          	1000        	0.9175      	0.0825      	0.487       	0.513       
17          	16          	1000        	0.917       	0.083       	0.485       	0.515       
17          	17          	1000        	0.9265      	0.0735      	0.4825      	0.5175      
17          	18          	1000        	0.9315      	0.0685      	0.4895      	0.5105      
17          	19          	1000        	0.935       	0.065       	0.4725      	0.5275      
17          	20          	1000        	0.936       	0.064       	0.4725      	0.5275      
17          	21          	1000        	0.9315      	0.0685      	0.483       	0.517       
17          	22          	1000        	0.939       	0.061       	0.4885      	0.5115      
17          	23          	1000        	0.936       	0.064       	0.456       	0.544       
17          	24          	1000        	0.9445      	0.0555      	0.439       	0.561       
17          	25          	1000        	0.956       	0.044       	0.4365      	0.5635      
17          	26          	1000        	0.969       	0.031       	0.439       	0.561       
17          	27          	1000        	0.9745      	0.0255      	0.443       	0.557       
17          	28          	1000        	0.971       	0.029       	0.4285      	0.5715      
17          	29          	1000        	0.974       	0.026       	0.423       	0.577       
17          	30          	1000        	0.976       	0.024       	0.428       	0.572       
17          	31          	1000        	0.9745      	0.0255      	0.444       	0.556       
17          	32          	1000        	0.9775      	0.0225      	0.434       	0.566       
17          	33          	1000        	0.9845      	0.0155      	0.4445      	0.5555      
17          	34          	1000        	0.984       	0.016       	0.4555      	0.5445      
17          	35          	1000        	0.98        	0.02        	0.4715      	0.5285      
17          	36          	1000        	0.9805      	0.0195      	0.467       	0.533       
17          	37          	1000        	0.9815      	0.0185      	0.4585      	0.5415      
17          	38          	1000        	0.983       	0.017       	0.4625      	0.5375      
17          	39          	1000        	0.987       	0.013       	0.484       	0.516       
17          	40          	1000        	0.9865      	0.0135      	0.4765      	0.5235      
17          	41          	1000        	0.9835      	0.0165      	0.472       	0.528       
17          	42          	1000        	0.9855      	0.0145      	0.467       	0.533       
17          	43          	1000        	0.986       	0.014       	0.4755      	0.5245      
17          	44          	1000        	0.987       	0.013       	0.4825      	0.5175      
17          	45          	1000        	0.9895      	0.0105      	0.4895      	0.5105      
17          	46          	1000        	0.9905      	0.0095      	0.485       	0.515       
17          	47          	1000        	0.991       	0.009       	0.458       	0.542       
17          	48          	1000        	0.991       	0.009       	0.478       	0.522       
17          	49          	1000        	0.992       	0.008       	0.483       	0.517       
17          	50          	1000        	0.992       	0.008       	0.4695      	0.5305      
17          	51          	1000        	0.992       	0.008       	0.466       	0.534       
17          	52          	1000        	0.991       	0.009       	0.466       	0.534       
17          	53          	1000        	0.99        	0.01        	0.465       	0.535       
17          	54          	1000        	0.9905      	0.0095      	0.4625      	0.5375      
17          	55          	1000        	0.99        	0.01        	0.4655      	0.5345      
17          	56          	1000        	0.9915      	0.0085      	0.4495      	0.5505      
17          	57          	1000        	0.9895      	0.0105      	0.4425      	0.5575      
17          	58          	1000        	0.991       	0.009       	0.423       	0.577       
17          	59          	1000        	0.9895      	0.0105      	0.4195      	0.5805      
17          	60          	1000        	0.995       	0.005       	0.401       	0.599       
17          	61          	1000        	0.9955      	0.0045      	0.4085      	0.5915      
17          	62          	1000        	0.9955      	0.0045      	0.4045      	0.5955      
17          	63          	1000        	0.9965      	0.0035      	0.392       	0.608       
17          	64          	1000        	0.998       	0.002       	0.394       	0.606       
17          	65          	1000        	0.9985      	0.0015      	0.3955      	0.6045      
17          	66          	1000        	0.9975      	0.0025      	0.396       	0.604       
17          	67          	1000        	0.997       	0.003       	0.4105      	0.5895      
17          	68          	1000        	0.997       	0.003       	0.4215      	0.5785      
17          	69          	1000        	0.999       	0.001       	0.4175      	0.5825      
17          	70          	1000        	0.999       	0.001       	0.4225      	0.5775      
17          	71          	1000        	0.9995      	0.0005      	0.4255      	0.5745      
17          	72          	1000        	1           	0           	0.432       	0.568       
17          	73          	1000        	1           	0           	0.422       	0.578       
17          	74          	1000        	1           	0           	0.433       	0.567       
17          	75          	1000        	1           	0           	0.435       	0.565       
17          	76          	1000        	1           	0           	0.4505      	0.5495      
17          	77          	1000        	1           	0           	0.456       	0.544       
17          	78          	1000        	1           	0           	0.4435      	0.5565      
17          	79          	1000        	1           	0           	0.437       	0.563       
17          	80          	1000        	1           	0           	0.4235      	0.5765      
17          	81          	1000        	1           	0           	0.4245      	0.5755      
17          	82          	1000        	1           	0           	0.444       	0.556       
17          	83          	1000        	1           	0           	0.4505      	0.5495      
17          	84          	1000        	1           	0           	0.454       	0.546       
17          	85          	1000        	1           	0           	0.458       	0.542       
17          	86          	1000        	1           	0           	0.455       	0.545       
17          	87          	1000        	1           	0           	0.448       	0.552       
17          	88          	1000        	1           	0           	0.433       	0.567       
17          	89          	1000        	1           	0           	0.4305      	0.5695      
17          	90          	1000        	1           	0           	0.4395      	0.5605      
17          	91          	1000        	1           	0           	0.45        	0.55        
17          	92          	1000        	1           	0           	0.433       	0.567       
17          	93          	1000        	1           	0           	0.4175      	0.5825      
17          	94          	1000        	1           	0           	0.428       	0.572       
17          	95          	1000        	1           	0           	0.4345      	0.5655      
17          	96          	1000        	1           	0           	0.4315      	0.5685      
17          	97          	1000        	1           	0           	0.4375      	0.5625      
17          	98          	1000        	1           	0           	0.4415      	0.5585      
17          	99          	1000        	1           	0           	0.4345      	0.5655      
17          	100         	1000        	1           	0           	0.4285      	0.5715      
17          	101         	1000        	1           	0           	0.418       	0.582       
17          	102         	1000        	1           	0           	0.4395      	0.5605      
17          	103         	1000        	1           	0           	0.4575      	0.5425      
17          	104         	1000        	1           	0           	0.45        	0.55        
17          	105         	1000        	1           	0           	0.447       	0.553       
17          	106         	1000        	1           	0           	0.4455      	0.5545      
17          	107         	1000        	1           	0           	0.4355      	0.5645      
17          	108         	1000        	1           	0           	0.426       	0.574       
17          	109         	1000        	1           	0           	0.4255      	0.5745      
17          	110         	1000        	1           	0           	0.424       	0.576       
17          	111         	1000        	1           	0           	0.4395      	0.5605      
17          	112         	1000        	1           	0           	0.446       	0.554       
17          	113         	1000        	1           	0           	0.4535      	0.5465      
17          	114         	1000        	1           	0           	0.4615      	0.5385      
17          	115         	1000        	1           	0           	0.4635      	0.5365      
17          	116         	1000        	1           	0           	0.4635      	0.5365      
17          	117         	1000        	1           	0           	0.452       	0.548       
17          	118         	1000        	1           	0           	0.4505      	0.5495      
17          	119         	1000        	1           	0           	0.451       	0.549       
17          	120         	1000        	1           	0           	0.4635      	0.5365      
17          	121         	1000        	1           	0           	0.4395      	0.5605      
17          	122         	1000        	1           	0           	0.429       	0.571       
17          	123         	1000        	1           	0           	0.4075      	0.5925      
17          	124         	1000        	1           	0           	0.398       	0.602       
17          	125         	1000        	1           	0           	0.4         	0.6         
17          	126         	1000        	1           	0           	0.4055      	0.5945      
17          	127         	1000        	1           	0           	0.428       	0.572       
17          	128         	1000        	1           	0           	0.4235      	0.5765      
17          	129         	1000        	1           	0           	0.43        	0.57        
17          	130         	1000        	1           	0           	0.427       	0.573       
17          	131         	1000        	1           	0           	0.418       	0.582       
17          	132         	1000        	1           	0           	0.4115      	0.5885      
17          	133         	1000        	1           	0           	0.4075      	0.5925      
17          	134         	1000        	1           	0           	0.3855      	0.6145      
17          	135         	1000        	1           	0           	0.3735      	0.6265      
17          	136         	1000        	1           	0           	0.381       	0.619       
17          	137         	1000        	1           	0           	0.388       	0.612       
17          	138         	1000        	1           	0           	0.395       	0.605       
17          	139         	1000        	1           	0           	0.393       	0.607       
17          	140         	1000        	1           	0           	0.401       	0.599       
17          	141         	1000        	1           	0           	0.4         	0.6         
17          	142         	1000        	1           	0           	0.394       	0.606       
17          	143         	1000        	1           	0           	0.3975      	0.6025      
17          	144         	1000        	1           	0           	0.401       	0.599       
17          	145         	1000        	1           	0           	0.399       	0.601       
17          	146         	1000        	1           	0           	0.398       	0.602       
17          	147         	1000        	1           	0           	0.401       	0.599       
17          	148         	1000        	1           	0           	0.4095      	0.5905      
17          	149         	1000        	1           	0           	0.406       	0.594       
17          	150         	1000        	1           	0           	0.404       	0.596       
17          	151         	1000        	1           	0           	0.4035      	0.5965      
17          	152         	1000        	1           	0           	0.4055      	0.5945      
17          	153         	1000        	1           	0           	0.412       	0.588       
17          	154         	1000        	1           	0           	0.4315      	0.5685      
17          	155         	1000        	1           	0           	0.4125      	0.5875      
17          	156         	1000        	1           	0           	0.4315      	0.5685      
17          	157         	1000        	1           	0           	0.4485      	0.5515      
17          	158         	1000        	1           	0           	0.4425      	0.5575      
17          	159         	1000        	1           	0           	0.432       	0.568       
17          	160         	1000        	1           	0           	0.439       	0.561       
17          	161         	1000        	1           	0           	0.433       	0.567       
17          	162         	1000        	1           	0           	0.4325      	0.5675      
17          	163         	1000        	1           	0           	0.4405      	0.5595      
17          	164         	1000        	1           	0           	0.4305      	0.5695      
17          	165         	1000        	1           	0           	0.436       	0.564       
17          	166         	1000        	1           	0           	0.4285      	0.5715      
17          	167         	1000        	1           	0           	0.4365      	0.5635      
17          	168         	1000        	1           	0           	0.437       	0.563       
17          	169         	1000        	1           	0           	0.428       	0.572       
17          	170         	1000        	1           	0           	0.428       	0.572       
17          	171         	1000        	1           	0           	0.438       	0.562       
17          	172         	1000        	1           	0           	0.4425      	0.5575      
17          	173         	1000        	1           	0           	0.4375      	0.5625      
17          	174         	1000        	1           	0           	0.4415      	0.5585      
17          	175         	1000        	1           	0           	0.442       	0.558       
17          	176         	1000        	1           	0           	0.453       	0.547       
17          	177         	1000        	1           	0           	0.446       	0.554       
17          	178         	1000        	1           	0           	0.4345      	0.5655      
17          	179         	1000        	1           	0           	0.4315      	0.5685      
17          	180         	1000        	1           	0           	0.4315      	0.5685      
17          	181         	1000        	1           	0           	0.4475      	0.5525      
17          	182         	1000        	1           	0           	0.442       	0.558       
17          	183         	1000        	1           	0           	0.453       	0.547       
17          	184         	1000        	1           	0           	0.433       	0.567       
17          	185         	1000        	1           	0           	0.4245      	0.5755      
17          	186         	1000        	1           	0           	0.415       	0.585       
17          	187         	1000        	1           	0           	0.417       	0.583       
17          	188         	1000        	1           	0           	0.4055      	0.5945      
17          	189         	1000        	1           	0           	0.414       	0.586       
17          	190         	1000        	1           	0           	0.4115      	0.5885      
17          	191         	1000        	1           	0           	0.4035      	0.5965      
17          	192         	1000        	1           	0           	0.412       	0.588       
17          	193         	1000        	1           	0           	0.424       	0.576       
17          	194         	1000        	1           	0           	0.4325      	0.5675      
17          	195         	1000        	1           	0           	0.448       	0.552       
17          	196         	1000        	1           	0           	0.4475      	0.5525      
17          	197         	1000        	1           	0           	0.434       	0.566       
17          	198         	1000        	1           	0           	0.435       	0.565       
17          	199         	1000        	1           	0           	0.441       	0.559       
17          	200         	1000        	1           	0           	0.4465      	0.5535      
18          	1           	2           	0.5         	0.5         	0.5         	0.5         
18          	2           	8           	0.3125      	0.6875      	0.6875      	0.3125      
18          	3           	59          	0.6695      	0.3305      	0.4831      	0.5169      
18          	4           	300         	0.7317      	0.2683      	0.4533      	0.5467      
18          	5           	1000        	0.7385      	0.2615      	0.4265      	0.5735      
18          	6           	1000        	0.776       	0.224       	0.4075      	0.5925      
18          	7           	1000        	0.7865      	0.2135      	0.4155      	0.5845      
18          	8           	1000        	0.8165      	0.1835      	0.4135      	0.5865      
18          	9           	1000        	0.8475      	0.1525      	0.411       	0.589       
18          	10          	1000        	0.872       	0.128       	0.417       	0.583       
18          	11          	1000        	0.8815      	0.1185      	0.419       	0.581       
18          	12          	1000        	0.884       	0.116       	0.4195      	0.5805      
18          	13          	1000        	0.9015      	0.0985      	0.4015      	0.5985      
18          	14          	1000        	0.903       	0.097       	0.4         	0.6         
18          	15          	1000        	0.8955      	0.1045      	0.404       	0.596       
18          	16          	1000        	0.8985      	0.1015      	0.4155      	0.5845      
18          	17          	1000        	0.908       	0.092       	0.407       	0.593       
18          	18          	1000        	0.9265      	0.0735      	0.3985      	0.6015      
18          	19          	1000        	0.9385      	0.0615      	0.399       	0.601       
18          	20          	1000        	0.943       	0.057       	0.3825      	0.6175      
18          	21          	1000        	0.9465      	0.0535      	0.379       	0.621       
18          	22          	1000        	0.947       	0.053       	0.355       	0.645       
18          	23          	1000        	0.9475      	0.0525      	0.373       	0.627       
18          	24          	1000        	0.9565      	0.0435      	0.367       	0.633       
18          	25          	1000        	0.9565      	0.0435      	0.3805      	0.6195      
18          	26          	1000        	0.964       	0.036       	0.407       	0.593       
18          	27          	1000        	0.9695      	0.0305      	0.411       	0.589       
18          	28          	1000        	0.97        	0.03        	0.4085      	0.5915      
18          	29          	1000        	0.972       	0.028       	0.4005      	0.5995      
18          	30          	1000        	0.9685      	0.0315      	0.3965      	0.6035      
18          	31          	1000        	0.9665      	0.0335      	0.375       	0.625       
18          	32          	1000        	0.9615      	0.0385      	0.3635      	0.6365      
18          	33          	1000        	0.9565      	0.0435      	0.3525      	0.6475      
18          	34          	1000        	0.953       	0.047       	0.3545      	0.6455      
18          	35          	1000        	0.948       	0.052       	0.363       	0.637       
18          	36          	1000        	0.9605      	0.0395      	0.381       	0.619       
18          	37          	1000        	0.9635      	0.0365      	0.3895      	0.6105      
18          	38          	1000        	0.959       	0.041       	0.3895      	0.6105      
18          	39          	1000        	0.955       	0.045       	0.4095      	0.5905      
18          	40          	1000        	0.95        	0.05        	0.404       	0.596       
18          	41          	1000        	0.943       	0.057       	0.412       	0.588       
18          	42          	1000        	0.952       	0.048       	0.4165      	0.5835      
18          	43          	1000        	0.953       	0.047       	0.415       	0.585       
18          	44          	1000        	0.958       	0.042       	0.412       	0.588       
18          	45          	1000        	0.953       	0.047       	0.4265      	0.5735      
18          	46          	1000        	0.956       	0.044       	0.428       	0.572       
18          	47          	1000        	0.9605      	0.0395      	0.4425      	0.5575      
18          	48          	1000        	0.9625      	0.0375      	0.4595      	0.5405      
18          	49          	1000        	0.9575      	0.0425      	0.455       	0.545       
18          	50          	1000        	0.964       	0.036       	0.4495      	0.5505      
18          	51          	1000        	0.97        	0.03        	0.447       	0.553       
18          	52          	1000        	0.9705      	0.0295      	0.4485      	0.5515      
18          	53          	1000        	0.973       	0.027       	0.445       	0.555       
18          	54          	1000        	0.9755      	0.0245      	0.449       	0.551       
18          	55          	1000        	0.9715      	0.0285      	0.4395      	0.5605      
18          	56          	1000        	0.974       	0.026       	0.4515      	0.5485      
18          	57          	1000        	0.977       	0.023       	0.449       	0.551       
18          	58          	1000        	0.9785      	0.0215      	0.445       	0.555       
18          	59          	1000        	0.9825      	0.0175      	0.4485      	0.5515      
18          	60          	1000        	0.977       	0.023       	0.456       	0.544       
18          	61          	1000        	0.9755      	0.0245      	0.4485      	0.5515      
18          	62          	1000        	0.9795      	0.0205      	0.4505      	0.5495      
18          	63          	1000        	0.978       	0.022       	0.4655      	0.5345      
18          	64          	1000        	0.98        	0.02        	0.449       	0.551       
18          	65          	1000        	0.982       	0.018       	0.4475      	0.5525      
18          	66          	1000        	0.983       	0.017       	0.4365      	0.5635      
18          	67          	1000        	0.985       	0.015       	0.453       	0.547       
18          	68          	1000        	0.9825      	0.0175      	0.457       	0.543       
18          	69          	1000        	0.984       	0.016       	0.4685      	0.5315      
18          	70          	1000        	0.987       	0.013       	0.48        	0.52        
18          	71          	1000        	0.9815      	0.0185      	0.4925      	0.5075      
18          	72          	1000        	0.9825      	0.0175      	0.498       	0.502       
18          	73          	1000        	0.9815      	0.0185      	0.4905      	0.5095      
18          	74          	1000        	0.977       	0.023       	0.4995      	0.5005      
18          	75          	1000        	0.977       	0.023       	0.497       	0.503       
18          	76          	1000        	0.9795      	0.0205      	0.489       	0.511       
18          	77          	1000        	0.9795      	0.0205      	0.5005      	0.4995      
18          	78          	1000        	0.983       	0.017       	0.49        	0.51        
18          	79          	1000        	0.9835      	0.0165      	0.4875      	0.5125      
18          	80          	1000        	0.9845      	0.0155      	0.4935      	0.5065      
18          	81          	1000        	0.987       	0.013       	0.499       	0.501       
18          	82          	1000        	0.9885      	0.0115      	0.4895      	0.5105      
18          	83          	1000        	0.994       	0.006       	0.466       	0.534       
18          	84          	1000        	0.996       	0.004       	0.487       	0.513       
18          	85          	1000        	0.9965      	0.0035      	0.4995      	0.5005      
18          	86          	1000        	0.9945      	0.0055      	0.503       	0.497       
18          	87          	1000        	0.995       	0.005       	0.5085      	0.4915      
18          	88          	1000        	0.994       	0.006       	0.4985      	0.5015      
18          	89          	1000        	0.9935      	0.0065      	0.495       	0.505       
18          	90          	1000        	0.9965      	0.0035      	0.5005      	0.4995      
18          	91          	1000        	0.9985      	0.0015      	0.5085      	0.4915      
18          	92          	1000        	0.998       	0.002       	0.5155      	0.4845      
18          	93          	1000        	0.9985      	0.0015      	0.48        	0.52        
18          	94          	1000        	0.998       	0.002       	0.477       	0.523       
18          	95          	1000        	0.999       	0.001       	0.483       	0.517       
18          	96          	1000        	0.998       	0.002       	0.4875      	0.5125      
18          	97          	1000        	0.999       	0.001       	0.4755      	0.5245      
18          	98          	1000        	1           	0           	0.4715      	0.5285      
18          	99          	1000        	1           	0           	0.473       	0.527       
18          	100         	1000        	1           	0           	0.4765      	0.5235      
18          	101         	1000        	1           	0           	0.4685      	0.5315      
18          	102         	1000        	1           	0           	0.47        	0.53        
18          	103         	1000        	1           	0           	0.454       	0.546       
18          	104         	1000        	1           	0           	0.4615      	0.5385      
18          	105         	1000        	1           	0           	0.4685      	0.5315      
18          	106         	1000        	1           	0           	0.466       	0.534       
18          	107         	1000        	1           	0           	0.4485      	0.5515      
18          	108         	1000        	1           	0           	0.442       	0.558       
18          	109         	1000        	1           	0           	0.454       	0.546       
18          	110         	1000        	1           	0           	0.453       	0.547       
18          	111         	1000        	1           	0           	0.4675      	0.5325      
18          	112         	1000        	1           	0           	0.475       	0.525       
18          	113         	1000        	1           	0           	0.4895      	0.5105      
18          	114         	1000        	1           	0           	0.488       	0.512       
18          	115         	1000        	1           	0           	0.493       	0.507       
18          	116         	1000        	1           	0           	0.493       	0.507       
18          	117         	1000        	1           	0           	0.4945      	0.5055      
18          	118         	1000        	1           	0           	0.4795      	0.5205      
18          	119         	1000        	1           	0           	0.493       	0.507       
18          	120         	1000        	1           	0           	0.487       	0.513       
18          	121         	1000        	1           	0           	0.4935      	0.5065      
18          	122         	1000        	1           	0           	0.5035      	0.4965      
18          	123         	1000        	1           	0           	0.5335      	0.4665      
18          	124         	1000        	1           	0           	0.5215      	0.4785      
18          	125         	1000        	1           	0           	0.535       	0.465       
18          	126         	1000        	1           	0           	0.5525      	0.4475      
18          	127         	1000        	1           	0           	0.5555      	0.4445      
18          	128         	1000        	1           	0           	0.5485      	0.4515      
18          	129         	1000        	1           	0           	0.5385      	0.4615      
18          	130         	1000        	1           	0           	0.529       	0.471       
18          	131         	1000        	1           	0           	0.524       	0.476       
18          	132         	1000        	1           	0           	0.529       	0.471       
18          	133         	1000        	1           	0           	0.517       	0.483       
18          	134         	1000        	1           	0           	0.516       	0.484       
18          	135         	1000        	1           	0           	0.538       	0.462       
18          	136         	1000        	1           	0           	0.5245      	0.4755      
18          	137         	1000        	1           	0           	0.5215      	0.4785      
18          	138         	1000        	1           	0           	0.518       	0.482       
18          	139         	1000        	1           	0           	0.5175      	0.4825      
18          	140         	1000        	1           	0           	0.5205      	0.4795      
18          	141         	1000        	1           	0           	0.524       	0.476       
18          	142         	1000        	1           	0           	0.5355      	0.4645      
18          	143         	1000        	1           	0           	0.5435      	0.4565      
18          	144         	1000        	1           	0           	0.527       	0.473       
18          	145         	1000        	1           	0           	0.522       	0.478       
18          	146         	1000        	1           	0           	0.5085      	0.4915      
18          	147         	1000        	1           	0           	0.509       	0.491       
18          	148         	1000        	1           	0           	0.5185      	0.4815      
18          	149         	1000        	1           	0           	0.5         	0.5         
18          	150         	1000        	1           	0           	0.4985      	0.5015      
18          	151         	1000        	1           	0           	0.518       	0.482       
18          	152         	1000        	1           	0           	0.518       	0.482       
18          	153         	1000        	1           	0           	0.529       	0.471       
18          	154         	1000        	1           	0           	0.521       	0.479       
18          	155         	1000        	1           	0           	0.5255      	0.4745      
18          	156         	1000        	1           	0           	0.5205      	0.4795      
18          	157         	1000        	1           	0           	0.5245      	0.4755      
18          	158         	1000        	1           	0           	0.514       	0.486       
18          	159         	1000        	1           	0           	0.502       	0.498       
18          	160         	1000        	1           	0           	0.517       	0.483       
18          	161         	1000        	1           	0           	0.5075      	0.4925      
18          	162         	1000        	1           	0           	0.495       	0.505       
18          	163         	1000        	1           	0           	0.497       	0.503       
18          	164         	1000        	1           	0           	0.506       	0.494       
18          	165         	1000        	1           	0           	0.5155      	0.4845      
18          	166         	1000        	1           	0           	0.5165      	0.4835      
18          	167         	1000        	1           	0           	0.5345      	0.4655      
18          	168         	1000        	1           	0           	0.5345      	0.4655      
18          	169         	1000        	1           	0           	0.535       	0.465       
18          	170         	1000        	1           	0           	0.545       	0.455       
18          	171         	1000        	1           	0           	0.5405      	0.4595      
18          	172         	1000        	1           	0           	0.539       	0.461       
18          	173         	1000        	1           	0           	0.5235      	0.4765      
18          	174         	1000        	1           	0           	0.537       	0.463       
18          	175         	1000        	1           	0           	0.532       	0.468       
18          	176         	1000        	1           	0           	0.538       	0.462       
18          	177         	1000        	1           	0           	0.55        	0.45        
18          	178         	1000        	1           	0           	0.5625      	0.4375      
18          	179         	1000        	1           	0           	0.584       	0.416       
18          	180         	1000        	1           	0           	0.5955      	0.4045      
18          	181         	1000        	1           	0           	0.599       	0.401       
18          	182         	1000        	1           	0           	0.599       	0.401       
18          	183         	1000        	1           	0           	0.595       	0.405       
18          	184         	1000        	1           	0           	0.5815      	0.4185      
18          	185         	1000        	1           	0           	0.585       	0.415       
18          	186         	1000        	1           	0           	0.587       	0.413       
18          	187         	1000        	1           	0           	0.6015      	0.3985      
18          	188         	1000        	1           	0           	0.6095      	0.3905      
18          	189         	1000        	1           	0           	0.607       	0.393       
18          	190         	1000        	1           	0           	0.6055      	0.3945      
18          	191         	1000        	1           	0           	0.598       	0.402       
18          	192         	1000        	1           	0           	0.5865      	0.4135      
