replicate   	generation  	adlt.nbInd  	q.adlt.a.freq_l1_a1	q.adlt.a.freq_l1_a2	q.adlt.a.freq_l2_a1	q.adlt.a.freq_l2_a2
3           	55          	1000        	0.967       	0.033       	0.354       	0.646       
3           	56          	1000        	0.969       	0.031       	0.3455      	0.6545      
3           	57          	1000        	0.971       	0.029       	0.341       	0.659       
3           	58          	1000        	0.9735      	0.0265      	0.352       	0.648       
3           	59          	1000        	0.968       	0.032       	0.3775      	0.6225      
3           	60          	1000        	0.9725      	0.0275      	0.375       	0.625       
3           	61          	1000        	0.975       	0.025       	0.359       	0.641       
3           	62          	1000        	0.9785      	0.0215      	0.3595      	0.6405      
3           	63          	1000        	0.982       	0.018       	0.3805      	0.6195      
3           	64          	1000        	0.9825      	0.0175      	0.37        	0.63        
3           	65          	1000        	0.9825      	0.0175      	0.365       	0.635       
3           	66          	1000        	0.9865      	0.0135      	0.3625      	0.6375      
3           	67          	1000        	0.987       	0.013       	0.374       	0.626       
3           	68          	1000        	0.985       	0.015       	0.394       	0.606       
3           	69          	1000        	0.987       	0.013       	0.388       	0.612       
3           	70          	1000        	0.984       	0.016       	0.375       	0.625       
3           	71          	1000        	0.983       	0.017       	0.378       	0.622       
3           	72          	1000        	0.981       	0.019       	0.3835      	0.6165      
3           	73          	1000        	0.982       	0.018       	0.391       	0.609       
3           	74          	1000        	0.9845      	0.0155      	0.3855      	0.6145      
3           	75          	1000        	0.985       	0.015       	0.39        	0.61        
3           	76          	1000        	0.9885      	0.0115      	0.374       	0.626       
3           	77          	1000        	0.987       	0.013       	0.3715      	0.6285      
3           	78          	1000        	0.9865      	0.0135      	0.3715      	0.6285      
3           	79          	1000        	0.9845      	0.0155      	0.353       	0.647       
3           	80          	1000        	0.9865      	0.0135      	0.376       	0.624       
3           	81          	1000        	0.989       	0.011       	0.3745      	0.6255      
3           	82          	1000        	0.9875      	0.0125      	0.359       	0.641       
3           	83          	1000        	0.987       	0.013       	0.363       	0.637       
3           	84          	1000        	0.9855      	0.0145      	0.3775      	0.6225      
3           	85          	1000        	0.988       	0.012       	0.378       	0.622       
3           	86          	1000        	0.988       	0.012       	0.382       	0.618       
3           	87          	1000        	0.9895      	0.0105      	0.377       	0.623       
3           	88          	1000        	0.993       	0.007       	0.37        	0.63        
3           	89          	1000        	0.991       	0.009       	0.3635      	0.6365      
3           	90          	1000        	0.996       	0.004       	0.3635      	0.6365      
3           	91          	1000        	0.9965      	0.0035      	0.372       	0.628       
3           	92          	1000        	0.994       	0.006       	0.3815      	0.6185      
3           	93          	1000        	0.9945      	0.0055      	0.379       	0.621       
3           	94          	1000        	0.9915      	0.0085      	0.3595      	0.6405      
