replicate   	generation  	n.adlt.nbAll	n.adlt.ho   	n.adlt.hs   
1           	572         	11          	0.6713      	0.6768      
1           	573         	11          	0.685       	0.6803      
1           	574         	11          	0.6818      	0.6798      
1           	575         	11          	0.6871      	0.6827      
1           	576         	11          	0.6808      	0.6841      
1           	577         	11          	0.6869      	0.6823      
1           	578         	11          	0.6863      	0.686       
1           	579         	11          	0.6814      	0.6839      
1           	580         	11          	0.6812      	0.6842      
1           	581         	11          	0.6852      	0.6869      
1           	582         	11          	0.6916      	0.6925      
1           	583         	11          	0.6937      	0.6942      
1           	584         	11          	0.6949      	0.6905      
1           	585         	11          	0.6855      	0.6891      
1           	586         	11          	0.6904      	0.692       
1           	587         	11          	0.6962      	0.6915      
1           	588         	11          	0.6994      	0.6967      
1           	589         	11          	0.6968      	0.695       
1           	590         	11          	0.6928      	0.6949      
1           	591         	11          	0.6946      	0.6935      
1           	592         	11          	0.6956      	0.6972      
1           	593         	11          	0.6972      	0.6969      
1           	594         	11          	0.7001      	0.6998      
1           	595         	11          	0.7088      	0.7067      
1           	596         	11          	0.7034      	0.7038      
1           	597         	11          	0.7056      	0.7049      
1           	598         	11          	0.7118      	0.7081      
1           	599         	11          	0.7049      	0.7103      
1           	600         	11          	0.7137      	0.715       
1           	601         	11          	0.719       	0.7156      
1           	602         	11          	0.7191      	0.7131      
1           	603         	11          	0.7076      	0.7075      
1           	604         	11          	0.7091      	0.7062      
1           	605         	11          	0.7064      	0.7041      
1           	606         	11          	0.7112      	0.7118      
1           	607         	11          	0.7117      	0.7099      
1           	608         	11          	0.7148      	0.7139      
1           	609         	11          	0.717       	0.7155      
1           	610         	11          	0.7132      	0.7155      
1           	611         	11          	0.7071      	0.7103      
1           	612         	11          	0.7096      	0.7102      
1           	613         	11          	0.7102      	0.7065      
1           	614         	11          	0.7172      	0.7101      
1           	615         	11          	0.7187      	0.7123      
1           	616         	11          	0.7165      	0.7136      
1           	617         	11          	0.7141      	0.7142      
1           	618         	11          	0.713       	0.7161      
1           	619         	11          	0.7061      	0.7126      
1           	620         	11          	0.7112      	0.7149      
