replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
9           	2600        	32          	0.9081      	-0.7133     	5.087       
9           	2700        	29          	0.893       	-0.7488     	5.766       
9           	2800        	33          	0.9019      	-0.7948     	5.618       
9           	2900        	37          	0.8974      	-0.2076     	5.921       
9           	3000        	32          	0.8819      	-0.2415     	6.282       
9           	3100        	39          	0.8893      	-0.2254     	6.91        
9           	3200        	29          	0.879       	-0.4728     	7.195       
9           	3300        	28          	0.8774      	-0.3984     	7.248       
9           	3400        	26          	0.8725      	-0.3256     	6.373       
9           	3500        	29          	0.8596      	0.13        	6.53        
9           	3600        	30          	0.8583      	0.01682     	7.482       
9           	3700        	27          	0.8369      	0.1797      	7.648       
9           	3800        	33          	0.8089      	0.4149      	7.582       
9           	3900        	33          	0.833       	0.502       	6.651       
9           	4000        	41          	0.7995      	0.8869      	5.769       
9           	4100        	33          	0.8239      	0.4698      	6.07        
9           	4200        	37          	0.8452      	0.5306      	5.861       
9           	4300        	37          	0.8216      	0.6836      	5.818       
9           	4400        	30          	0.8159      	0.7983      	5.373       
9           	4500        	32          	0.8063      	0.7869      	5.552       
9           	4600        	28          	0.819       	0.8923      	5.347       
9           	4700        	33          	0.853       	0.5924      	6.439       
9           	4800        	34          	0.8447      	0.7893      	6.423       
9           	4900        	27          	0.8494      	0.6737      	6.978       
9           	5000        	28          	0.8466      	0.3112      	6.91        
10          	1           	149         	0.9866      	0.002107    	7.954       
10          	100         	91          	0.9815      	-0.4934     	8.134       
10          	200         	76          	0.9796      	-0.7339     	8.631       
10          	300         	66          	0.9744      	-0.8947     	6.511       
10          	400         	63          	0.9664      	-0.8541     	5.911       
10          	500         	58          	0.9656      	-0.8189     	5.682       
10          	600         	55          	0.9615      	-0.915      	4.76        
10          	700         	49          	0.9602      	-0.6738     	4.628       
10          	800         	47          	0.9585      	-0.6321     	4.159       
10          	900         	47          	0.9478      	-0.691      	4.155       
10          	1000        	44          	0.9289      	-1.195      	4.015       
10          	1100        	39          	0.9282      	-1.486      	3.653       
10          	1200        	47          	0.917       	-1.689      	3.844       
10          	1300        	38          	0.9227      	-1.609      	3.232       
10          	1400        	37          	0.9154      	-1.746      	2.341       
10          	1500        	34          	0.9104      	-1.791      	2.136       
10          	1600        	33          	0.8951      	-1.766      	2.771       
10          	1700        	34          	0.8967      	-1.724      	3.116       
10          	1800        	27          	0.8992      	-1.708      	3.723       
10          	1900        	28          	0.9011      	-1.618      	4.581       
