generation  	alive.rpl   	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
79          	1           	9.1         	0.4461      	0.8538      	0.02935     
80          	1           	9.1         	0.4434      	0.8473      	0.02985     
81          	1           	8.9         	0.4439      	0.8482      	0.03055     
82          	1           	8.9         	0.4438      	0.8469      	0.03182     
83          	1           	8.7         	0.443       	0.8428      	0.03434     
84          	1           	8.65        	0.4409      	0.8396      	0.03356     
85          	1           	8.6         	0.4431      	0.8439      	0.03352     
86          	1           	8.65        	0.4435      	0.8437      	0.0345      
87          	1           	8.75        	0.4436      	0.8413      	0.03716     
88          	1           	8.75        	0.4431      	0.8411      	0.03588     
89          	1           	8.7         	0.4447      	0.8431      	0.03754     
90          	1           	8.85        	0.4411      	0.835       	0.03857     
91          	1           	8.95        	0.4364      	0.8261      	0.03804     
92          	1           	9           	0.4366      	0.8268      	0.03737     
93          	1           	9.1         	0.4389      	0.8313      	0.03751     
94          	1           	8.95        	0.4415      	0.8338      	0.03964     
95          	1           	8.9         	0.4446      	0.8373      	0.04233     
96          	1           	8.95        	0.4442      	0.8364      	0.042       
97          	1           	9.05        	0.4458      	0.8401      	0.04148     
98          	1           	8.95        	0.4425      	0.8356      	0.03983     
99          	1           	9           	0.4405      	0.8316      	0.0396      
100         	1           	9.15        	0.4431      	0.8368      	0.0388      
101         	1           	9           	0.4405      	0.8297      	0.04041     
102         	1           	8.95        	0.4359      	0.8213      	0.03946     
103         	1           	9.15        	0.4356      	0.8209      	0.03972     
104         	1           	9.2         	0.4347      	0.8197      	0.03892     
105         	1           	9.25        	0.4332      	0.8162      	0.03886     
106         	1           	9.45        	0.4314      	0.8128      	0.03882     
107         	1           	9.35        	0.4297      	0.8101      	0.03875     
108         	1           	9.15        	0.4282      	0.8079      	0.03786     
109         	1           	9.2         	0.4263      	0.8045      	0.03742     
110         	1           	9.1         	0.4227      	0.7978      	0.03752     
111         	1           	8.95        	0.4255      	0.8019      	0.03898     
112         	1           	9.05        	0.4261      	0.8023      	0.03948     
113         	1           	9           	0.4268      	0.8024      	0.04078     
114         	1           	9.05        	0.4314      	0.8098      	0.04312     
115         	1           	9.05        	0.433       	0.8117      	0.04452     
116         	1           	9.05        	0.429       	0.8057      	0.04281     
117         	1           	9           	0.428       	0.8042      	0.04246     
118         	1           	8.95        	0.4278      	0.8027      	0.04396     
119         	1           	9.2         	0.4296      	0.8045      	0.04582     
120         	1           	9           	0.4305      	0.8052      	0.04731     
121         	1           	9           	0.4301      	0.803       	0.04863     
122         	1           	9.1         	0.4261      	0.7941      	0.04971     
123         	1           	9           	0.425       	0.7931      	0.04866     
124         	1           	9.1         	0.4288      	0.7994      	0.05011     
125         	1           	9.15        	0.4294      	0.8004      	0.05009     
126         	1           	9.25        	0.4302      	0.8021      	0.04996     
127         	1           	9.3         	0.4282      	0.7972      	0.05038     
128         	1           	9.2         	0.4282      	0.7974      	0.0497      
129         	1           	9.1         	0.4299      	0.8006      	0.04986     
130         	1           	9.05        	0.4309      	0.803       	0.04971     
131         	1           	9.1         	0.4289      	0.7984      	0.05064     
132         	1           	9.15        	0.4289      	0.7973      	0.05153     
133         	1           	9.2         	0.4306      	0.7995      	0.05267     
134         	1           	8.9         	0.4316      	0.8007      	0.05333     
135         	1           	8.95        	0.4293      	0.7957      	0.05379     
136         	1           	9           	0.4301      	0.796       	0.05496     
137         	1           	9           	0.4323      	0.8014      	0.05385     
138         	1           	8.85        	0.4275      	0.7928      	0.0531      
139         	1           	8.85        	0.428       	0.7919      	0.05514     
140         	1           	9.05        	0.4247      	0.7863      	0.05418     
141         	1           	9.1         	0.4234      	0.7844      	0.05345     
142         	1           	9.1         	0.4194      	0.7757      	0.05441     
143         	1           	8.95        	0.4165      	0.7712      	0.05285     
144         	1           	8.7         	0.4191      	0.7743      	0.05502     
145         	1           	8.65        	0.4204      	0.7768      	0.05532     
146         	1           	8.8         	0.4168      	0.7702      	0.05494     
147         	1           	8.9         	0.415       	0.7683      	0.0535      
148         	1           	8.9         	0.4144      	0.7662      	0.05449     
149         	1           	8.9         	0.4163      	0.7695      	0.0549      
150         	1           	8.95        	0.4164      	0.7704      	0.05412     
151         	1           	8.9         	0.4156      	0.7677      	0.05555     
152         	1           	8.9         	0.4119      	0.7586      	0.05733     
153         	1           	8.75        	0.4127      	0.759       	0.05873     
154         	1           	8.75        	0.4108      	0.7572      	0.05662     
155         	1           	8.85        	0.4122      	0.7593      	0.05761     
156         	1           	8.8         	0.4111      	0.7574      	0.05693     
157         	1           	8.85        	0.4092      	0.7518      	0.05866     
158         	1           	9.05        	0.4071      	0.748       	0.05825     
159         	1           	9.2         	0.4059      	0.7449      	0.0587      
160         	1           	9.05        	0.4078      	0.7482      	0.05948     
161         	1           	9.05        	0.4116      	0.7553      	0.06005     
162         	1           	9           	0.4103      	0.75        	0.06248     
163         	1           	8.95        	0.412       	0.7525      	0.06339     
164         	1           	9.05        	0.412       	0.7511      	0.06455     
165         	1           	9           	0.4119      	0.75        	0.06524     
166         	1           	8.9         	0.4129      	0.7522      	0.06485     
167         	1           	9.05        	0.4103      	0.7486      	0.06357     
168         	1           	9           	0.4061      	0.7408      	0.06338     
169         	1           	8.95        	0.4042      	0.7369      	0.06309     
170         	1           	9           	0.4049      	0.7371      	0.06486     
171         	1           	9           	0.4083      	0.7431      	0.06575     
172         	1           	9           	0.4065      	0.7388      	0.06633     
173         	1           	8.95        	0.405       	0.7374      	0.06472     
174         	1           	8.75        	0.406       	0.7392      	0.06469     
175         	1           	8.9         	0.4028      	0.7348      	0.06311     
176         	1           	8.85        	0.402       	0.734       	0.06231     
177         	1           	8.9         	0.4014      	0.7321      	0.06275     
178         	1           	8.8         	0.4039      	0.7368      	0.0628      
179         	1           	8.95        	0.406       	0.74        	0.06401     
180         	1           	8.8         	0.4065      	0.7424      	0.06286     
181         	1           	8.9         	0.4093      	0.7455      	0.06521     
182         	1           	8.95        	0.4087      	0.7456      	0.0642      
183         	1           	9.05        	0.4071      	0.7431      	0.06331     
184         	1           	8.95        	0.4087      	0.7464      	0.0628      
185         	1           	9           	0.4059      	0.7394      	0.06441     
186         	1           	8.95        	0.4043      	0.7355      	0.06544     
187         	1           	8.9         	0.4038      	0.7355      	0.06468     
188         	1           	8.85        	0.4013      	0.728       	0.06757     
189         	1           	8.8         	0.404       	0.7317      	0.0692      
190         	1           	8.85        	0.4038      	0.7313      	0.0692      
191         	1           	8.9         	0.3998      	0.7248      	0.06757     
192         	1           	8.9         	0.3964      	0.7175      	0.06844     
193         	1           	9           	0.3921      	0.7111      	0.06633     
194         	1           	8.95        	0.392       	0.7115      	0.06603     
195         	1           	8.95        	0.3892      	0.7075      	0.06409     
196         	1           	9           	0.3887      	0.7068      	0.06402     
197         	1           	9.05        	0.3874      	0.7051      	0.06323     
198         	1           	9.05        	0.389       	0.7067      	0.06451     
199         	1           	9           	0.3903      	0.7088      	0.06494     
200         	1           	8.7         	0.3891      	0.7052      	0.06656     
201         	1           	8.85        	0.391       	0.7104      	0.06451     
202         	1           	8.75        	0.3863      	0.7016      	0.06396     
203         	1           	8.85        	0.3847      	0.6991      	0.06326     
204         	1           	9.05        	0.3826      	0.6944      	0.06374     
205         	1           	8.85        	0.382       	0.6922      	0.06478     
206         	1           	8.8         	0.3817      	0.6893      	0.06726     
207         	1           	8.85        	0.3802      	0.6844      	0.06919     
208         	1           	8.85        	0.3818      	0.6848      	0.07231     
209         	1           	8.95        	0.3801      	0.6835      	0.06986     
210         	1           	9.1         	0.3765      	0.6764      	0.06973     
211         	1           	8.8         	0.3737      	0.672       	0.06897     
212         	1           	8.9         	0.3746      	0.6728      	0.06946     
213         	1           	8.95        	0.3711      	0.6662      	0.0693      
214         	1           	9           	0.3723      	0.669       	0.0685      
215         	1           	9.05        	0.3683      	0.6617      	0.06785     
216         	1           	9.15        	0.3685      	0.6633      	0.06652     
217         	1           	9.1         	0.3659      	0.6577      	0.06707     
218         	1           	9.15        	0.3696      	0.6647      	0.06764     
219         	1           	9           	0.3708      	0.667       	0.06776     
220         	1           	9           	0.3713      	0.6666      	0.06907     
221         	1           	8.8         	0.3729      	0.6693      	0.06947     
222         	1           	8.65        	0.3711      	0.6641      	0.07102     
223         	1           	8.7         	0.3698      	0.6611      	0.07118     
224         	1           	8.7         	0.3705      	0.6602      	0.07347     
225         	1           	8.7         	0.3666      	0.6515      	0.07486     
226         	1           	8.8         	0.3628      	0.6438      	0.07501     
227         	1           	8.75        	0.3635      	0.6474      	0.07282     
228         	1           	8.85        	0.365       	0.6499      	0.07328     
229         	1           	8.8         	0.3619      	0.644       	0.0733      
230         	1           	8.9         	0.3644      	0.6482      	0.07434     
231         	1           	8.85        	0.3612      	0.638       	0.07857     
232         	1           	9           	0.364       	0.6438      	0.07804     
233         	1           	9.05        	0.3648      	0.6474      	0.07623     
234         	1           	9           	0.3636      	0.6443      	0.07675     
235         	1           	9           	0.3553      	0.6297      	0.07472     
236         	1           	9.15        	0.3544      	0.6282      	0.07466     
237         	1           	9.3         	0.3512      	0.6201      	0.07616     
238         	1           	9.25        	0.3498      	0.6162      	0.07722     
239         	1           	9.2         	0.344       	0.6071      	0.07503     
240         	1           	9.05        	0.3385      	0.5998      	0.07107     
241         	1           	8.95        	0.3364      	0.5932      	0.07356     
242         	1           	8.8         	0.3347      	0.5889      	0.07479     
243         	1           	8.85        	0.3294      	0.5791      	0.07407     
244         	1           	8.85        	0.331       	0.5816      	0.07463     
245         	1           	8.95        	0.3305      	0.5796      	0.07538     
246         	1           	8.95        	0.3281      	0.5763      	0.07404     
247         	1           	8.85        	0.3286      	0.5788      	0.07257     
248         	1           	9           	0.3258      	0.5742      	0.07152     
249         	1           	9           	0.3252      	0.5706      	0.07405     
250         	1           	8.9         	0.326       	0.5709      	0.07538     
251         	1           	9.05        	0.3233      	0.5662      	0.0747      
252         	1           	9           	0.3252      	0.5692      	0.07559     
253         	1           	9.05        	0.3249      	0.5683      	0.07553     
254         	1           	9.05        	0.323       	0.5672      	0.07301     
255         	1           	9.05        	0.3215      	0.5643      	0.07298     
256         	1           	8.95        	0.3244      	0.5707      	0.07246     
257         	1           	8.85        	0.3218      	0.5655      	0.07236     
258         	1           	8.85        	0.3249      	0.5686      	0.0755      
259         	1           	8.95        	0.3231      	0.5629      	0.0778      
260         	1           	9           	0.3242      	0.5639      	0.07915     
261         	1           	8.9         	0.3256      	0.5638      	0.08184     
262         	1           	8.85        	0.3223      	0.5565      	0.08248     
263         	1           	8.85        	0.3245      	0.5595      	0.08394     
264         	1           	8.95        	0.3255      	0.5595      	0.08589     
265         	1           	9           	0.3221      	0.5522      	0.08703     
266         	1           	8.9         	0.3223      	0.5511      	0.08825     
267         	1           	8.95        	0.3179      	0.5411      	0.08977     
268         	1           	9.05        	0.3212      	0.5467      	0.0908      
269         	1           	9.15        	0.318       	0.5403      	0.09095     
270         	1           	9.05        	0.3161      	0.5375      	0.09032     
271         	1           	9.2         	0.3144      	0.5354      	0.08887     
272         	1           	9.2         	0.311       	0.5281      	0.08935     
273         	1           	9.1         	0.3075      	0.5218      	0.08851     
274         	1           	9.2         	0.306       	0.5186      	0.08895     
275         	1           	9.1         	0.3086      	0.5233      	0.0895      
276         	1           	9.3         	0.3107      	0.5259      	0.09093     
277         	1           	9.3         	0.311       	0.5251      	0.09253     
278         	1           	9.25        	0.3128      	0.5252      	0.096       
279         	1           	9.2         	0.3103      	0.5222      	0.09408     
280         	1           	9.2         	0.3128      	0.5269      	0.09431     
281         	1           	9.15        	0.3111      	0.5215      	0.09662     
282         	1           	9.2         	0.3104      	0.5189      	0.09785     
283         	1           	9.15        	0.3067      	0.5113      	0.09791     
284         	1           	9.1         	0.3046      	0.505       	0.1001      
285         	1           	9.05        	0.3027      	0.4993      	0.1019      
286         	1           	9.05        	0.3026      	0.4989      	0.1024      
287         	1           	9.05        	0.3013      	0.4942      	0.1044      
288         	1           	9.15        	0.3012      	0.4921      	0.1065      
289         	1           	9.1         	0.3026      	0.4929      	0.1084      
290         	1           	9           	0.3016      	0.4881      	0.1112      
291         	1           	9           	0.2992      	0.4843      	0.1099      
292         	1           	9.05        	0.299       	0.4858      	0.1078      
293         	1           	9.2         	0.2964      	0.479       	0.1095      
294         	1           	8.95        	0.3008      	0.4895      	0.1072      
295         	1           	9.05        	0.298       	0.4848      	0.1061      
296         	1           	9.1         	0.3004      	0.4888      	0.1071      
297         	1           	8.95        	0.3007      	0.489       	0.1079      
298         	1           	8.95        	0.3045      	0.4958      	0.1085      
299         	1           	9           	0.3074      	0.502       	0.1079      
300         	1           	9           	0.308       	0.5036      	0.1075      
301         	1           	8.75        	0.3138      	0.5171      	0.1056      
302         	1           	9           	0.3152      	0.5184      	0.1069      
303         	1           	9           	0.3156      	0.5197      	0.1063      
304         	1           	9.1         	0.3168      	0.5192      	0.1091      
305         	1           	8.9         	0.3148      	0.5174      	0.1071      
306         	1           	8.75        	0.3183      	0.5246      	0.1068      
307         	1           	8.9         	0.3202      	0.5304      	0.1046      
308         	1           	9           	0.3226      	0.5364      	0.103       
309         	1           	8.95        	0.3235      	0.5368      	0.1043      
310         	1           	9           	0.3193      	0.5316      	0.1014      
311         	1           	8.95        	0.3194      	0.5304      	0.1031      
312         	1           	8.85        	0.3252      	0.5382      	0.1068      
313         	1           	8.85        	0.3215      	0.529       	0.1083      
314         	1           	9           	0.3225      	0.532       	0.1076      
315         	1           	9.2         	0.3239      	0.5341      	0.1084      
316         	1           	9.15        	0.3262      	0.5341      	0.1128      
317         	1           	9           	0.3284      	0.5376      	0.1136      
318         	1           	9.25        	0.3264      	0.5355      	0.112       
319         	1           	9.2         	0.3258      	0.5351      	0.1111      
320         	1           	9.05        	0.3246      	0.5322      	0.1118      
321         	1           	9.1         	0.3253      	0.534       	0.1109      
322         	1           	9.05        	0.3277      	0.5361      	0.1139      
323         	1           	8.95        	0.3254      	0.5324      	0.1131      
324         	1           	8.85        	0.3247      	0.527       	0.1174      
325         	1           	8.8         	0.3254      	0.5288      	0.1168      
326         	1           	8.95        	0.3248      	0.5301      	0.1145      
327         	1           	8.8         	0.3264      	0.5328      	0.1154      
328         	1           	8.85        	0.3301      	0.5381      	0.1175      
329         	1           	8.95        	0.3285      	0.5374      	0.115       
330         	1           	9           	0.3269      	0.5328      	0.1166      
331         	1           	8.95        	0.3279      	0.5341      	0.1174      
332         	1           	9           	0.3303      	0.5373      	0.1188      
333         	1           	9.1         	0.3262      	0.5325      	0.1152      
334         	1           	9.05        	0.3285      	0.5362      	0.1161      
335         	1           	9.15        	0.3265      	0.535       	0.1133      
336         	1           	9           	0.3246      	0.5287      	0.1159      
337         	1           	9.15        	0.3228      	0.5254      	0.1156      
338         	1           	9.1         	0.3246      	0.5278      	0.1165      
339         	1           	9.1         	0.3277      	0.5348      	0.1157      
340         	1           	9.1         	0.3288      	0.5371      	0.1154      
341         	1           	9.15        	0.3256      	0.5302      	0.1159      
342         	1           	9.05        	0.3226      	0.5235      	0.1167      
343         	1           	8.95        	0.326       	0.5288      	0.1182      
344         	1           	9.05        	0.324       	0.5239      	0.119       
345         	1           	9           	0.3211      	0.5193      	0.1183      
346         	1           	9.05        	0.3228      	0.5181      	0.1226      
347         	1           	9.2         	0.3211      	0.5153      	0.1221      
348         	1           	9.1         	0.3219      	0.5155      	0.1232      
349         	1           	9.05        	0.3202      	0.5128      	0.1224      
350         	1           	8.85        	0.3199      	0.5123      	0.1226      
351         	1           	8.8         	0.3206      	0.5132      	0.123       
352         	1           	8.9         	0.3259      	0.5194      	0.1275      
353         	1           	9.05        	0.3279      	0.5234      	0.1272      
354         	1           	9           	0.3262      	0.5235      	0.1239      
355         	1           	9.05        	0.3234      	0.519       	0.1226      
356         	1           	8.95        	0.3246      	0.5228      	0.1212      
357         	1           	8.9         	0.3246      	0.5217      	0.1227      
358         	1           	8.7         	0.3274      	0.5258      	0.124       
359         	1           	8.8         	0.3268      	0.5254      	0.123       
360         	1           	9.05        	0.3297      	0.5282      	0.1259      
361         	1           	9.05        	0.3251      	0.5187      	0.1265      
362         	1           	9.05        	0.3236      	0.5135      	0.1287      
363         	1           	8.75        	0.3209      	0.509       	0.1279      
364         	1           	8.65        	0.3227      	0.5087      	0.1318      
365         	1           	8.7         	0.3237      	0.5095      	0.133       
366         	1           	8.7         	0.3226      	0.5045      	0.1361      
367         	1           	8.9         	0.3207      	0.5022      	0.1345      
368         	1           	8.9         	0.3209      	0.5018      	0.1356      
369         	1           	8.85        	0.3186      	0.5012      	0.1319      
370         	1           	8.95        	0.3172      	0.4977      	0.1326      
371         	1           	8.85        	0.3161      	0.4951      	0.1331      
372         	1           	9.05        	0.3174      	0.4991      	0.1319      
373         	1           	9           	0.3151      	0.4938      	0.1328      
374         	1           	9           	0.315       	0.4906      	0.1358      
375         	1           	9           	0.3151      	0.4928      	0.1335      
376         	1           	9           	0.3146      	0.4907      	0.1345      
377         	1           	9           	0.3122      	0.4879      	0.1328      
378         	1           	9.1         	0.3107      	0.4839      	0.1341      
379         	1           	9           	0.3093      	0.4764      	0.1386      
380         	1           	9.15        	0.3067      	0.4725      	0.1374      
381         	1           	9.1         	0.3064      	0.4692      	0.1404      
382         	1           	9.3         	0.3047      	0.4665      	0.1398      
383         	1           	9.25        	0.3049      	0.466       	0.1408      
384         	1           	9.2         	0.3072      	0.4683      	0.1428      
385         	1           	9.2         	0.3025      	0.4613      	0.1405      
386         	1           	9.25        	0.3049      	0.4644      	0.142       
387         	1           	9.2         	0.3066      	0.4657      	0.1441      
388         	1           	9           	0.3084      	0.4682      	0.1453      
389         	1           	8.8         	0.3034      	0.4612      	0.1428      
390         	1           	8.95        	0.3042      	0.4635      	0.142       
391         	1           	9.05        	0.304       	0.4662      	0.1388      
392         	1           	9           	0.3016      	0.4644      	0.1357      
393         	1           	9           	0.2993      	0.4633      	0.1322      
394         	1           	8.95        	0.2996      	0.4617      	0.1348      
395         	1           	9.05        	0.2954      	0.4548      	0.1333      
396         	1           	8.95        	0.2978      	0.4587      	0.1343      
397         	1           	8.95        	0.2999      	0.4625      	0.1347      
398         	1           	9.05        	0.3         	0.4622      	0.1352      
399         	1           	8.9         	0.2987      	0.4628      	0.132       
400         	1           	9           	0.2962      	0.4582      	0.1317      
401         	1           	8.9         	0.2939      	0.4558      	0.1295      
402         	1           	8.8         	0.2938      	0.4584      	0.127       
403         	1           	8.9         	0.2922      	0.4551      	0.1272      
404         	1           	9.1         	0.295       	0.4583      	0.1295      
405         	1           	9           	0.2934      	0.454       	0.1306      
406         	1           	8.8         	0.293       	0.4534      	0.1301      
407         	1           	8.8         	0.2927      	0.4514      	0.1316      
408         	1           	8.8         	0.2914      	0.4484      	0.1321      
409         	1           	8.9         	0.2912      	0.4506      	0.1294      
410         	1           	9.1         	0.2918      	0.4518      	0.1292      
411         	1           	9           	0.2887      	0.4475      	0.1269      
412         	1           	9.1         	0.2915      	0.4559      	0.124       
413         	1           	9.05        	0.2936      	0.4593      	0.1245      
414         	1           	8.95        	0.2958      	0.461       	0.1275      
415         	1           	8.95        	0.2987      	0.4642      	0.1296      
416         	1           	9.05        	0.2952      	0.4583      	0.1284      
417         	1           	8.85        	0.2988      	0.4647      	0.1293      
418         	1           	8.8         	0.3033      	0.4722      	0.1309      
419         	1           	8.85        	0.3038      	0.4714      	0.1326      
420         	1           	8.95        	0.3044      	0.4714      	0.1338      
421         	1           	8.95        	0.3062      	0.473       	0.1359      
422         	1           	9.15        	0.3033      	0.4686      	0.1344      
423         	1           	8.9         	0.304       	0.4708      	0.1335      
424         	1           	8.85        	0.3025      	0.4669      	0.1349      
425         	1           	8.85        	0.3042      	0.4712      	0.1339      
426         	1           	9.05        	0.3043      	0.4692      	0.1363      
427         	1           	9           	0.3035      	0.4675      	0.1363      
428         	1           	8.75        	0.3023      	0.4631      	0.1381      
429         	1           	8.8         	0.2986      	0.4578      	0.1362      
430         	1           	8.6         	0.294       	0.4516      	0.1332      
431         	1           	8.85        	0.2929      	0.4485      	0.1341      
432         	1           	8.7         	0.2943      	0.4517      	0.1335      
433         	1           	8.75        	0.2934      	0.4508      	0.1328      
434         	1           	8.55        	0.2931      	0.4511      	0.132       
435         	1           	8.35        	0.2981      	0.4597      	0.1334      
436         	1           	8.35        	0.2951      	0.454       	0.1329      
437         	1           	8.4         	0.2929      	0.4484      	0.1339      
438         	1           	8.55        	0.2918      	0.4473      	0.133       
439         	1           	8.65        	0.2939      	0.4501      	0.1341      
440         	1           	8.8         	0.2986      	0.4584      	0.1347      
441         	1           	8.65        	0.2961      	0.4523      	0.1359      
442         	1           	8.55        	0.2948      	0.4505      	0.1355      
443         	1           	8.8         	0.292       	0.4425      	0.1382      
444         	1           	8.65        	0.291       	0.4383      	0.1404      
445         	1           	8.55        	0.2907      	0.4371      	0.1411      
446         	1           	8.5         	0.2905      	0.4338      	0.1442      
447         	1           	8.5         	0.2881      	0.4287      	0.1447      
448         	1           	8.85        	0.2863      	0.4247      	0.1451      
449         	1           	8.85        	0.2874      	0.4258      	0.1463      
450         	1           	8.7         	0.2876      	0.4228      	0.1498      
451         	1           	8.7         	0.2848      	0.4191      	0.1477      
452         	1           	8.65        	0.2852      	0.4143      	0.1533      
453         	1           	8.6         	0.283       	0.4103      	0.1526      
454         	1           	8.4         	0.2838      	0.4119      	0.1526      
455         	1           	8.55        	0.2864      	0.4168      	0.1526      
456         	1           	8.75        	0.291       	0.4236      	0.155       
457         	1           	8.65        	0.2931      	0.4261      	0.1565      
458         	1           	8.45        	0.2955      	0.4303      	0.157       
459         	1           	8.5         	0.2934      	0.4272      	0.1559      
460         	1           	8.55        	0.2953      	0.4302      	0.1568      
461         	1           	8.7         	0.291       	0.4243      	0.1541      
462         	1           	8.85        	0.2887      	0.4205      	0.1533      
463         	1           	8.8         	0.2863      	0.4197      	0.1494      
464         	1           	8.8         	0.2883      	0.4223      	0.1506      
465         	1           	8.75        	0.2907      	0.424       	0.1536      
466         	1           	8.85        	0.2915      	0.428       	0.1509      
467         	1           	8.7         	0.2936      	0.4287      	0.155       
468         	1           	8.7         	0.292       	0.4277      	0.1525      
469         	1           	8.75        	0.2917      	0.427       	0.1524      
470         	1           	8.75        	0.2879      	0.4216      	0.1502      
471         	1           	8.8         	0.2895      	0.4227      	0.1522      
472         	1           	8.8         	0.2908      	0.4204      	0.1575      
473         	1           	8.8         	0.2911      	0.4194      	0.159       
474         	1           	9.05        	0.2908      	0.4208      	0.1571      
475         	1           	8.85        	0.2955      	0.4228      	0.1645      
476         	1           	8.85        	0.296       	0.424       	0.1639      
477         	1           	8.75        	0.2994      	0.4281      	0.1664      
478         	1           	8.75        	0.3005      	0.4298      	0.1668      
479         	1           	8.6         	0.3014      	0.4336      	0.165       
480         	1           	8.6         	0.3006      	0.4331      	0.1636      
481         	1           	8.7         	0.3016      	0.4331      	0.1656      
482         	1           	8.65        	0.3025      	0.436       	0.1648      
483         	1           	8.55        	0.3001      	0.4309      	0.1649      
484         	1           	8.6         	0.3         	0.4291      	0.1668      
485         	1           	8.55        	0.2959      	0.424       	0.1638      
486         	1           	8.7         	0.2967      	0.4265      	0.163       
487         	1           	8.9         	0.2966      	0.425       	0.1641      
