replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
9           	1900        	30          	0.9103      	5.194       	48.78       
9           	2000        	38          	0.9002      	4.734       	53.03       
9           	2100        	37          	0.9077      	4.162       	46.9        
9           	2200        	36          	0.9039      	3.941       	43.84       
9           	2300        	36          	0.9124      	2.901       	43.94       
9           	2400        	31          	0.9139      	4.257       	45.3        
9           	2500        	32          	0.9093      	3.067       	39.91       
9           	2600        	30          	0.9154      	2.341       	48.15       
9           	2700        	38          	0.9235      	2.343       	45.28       
9           	2800        	38          	0.9266      	1.692       	48.28       
9           	2900        	35          	0.9224      	0.6041      	45.95       
9           	3000        	34          	0.913       	0.2035      	48.94       
9           	3100        	37          	0.9152      	-0.2213     	48.13       
9           	3200        	35          	0.9202      	-0.8161     	50.82       
9           	3300        	35          	0.9191      	-1.909      	42.65       
9           	3400        	36          	0.9115      	-2.403      	41.74       
9           	3500        	30          	0.9112      	-2.679      	40.14       
9           	3600        	33          	0.8926      	-3.441      	39.93       
9           	3700        	39          	0.8959      	-2.773      	37.36       
9           	3800        	34          	0.9035      	-2.11       	37.51       
9           	3900        	34          	0.9046      	-1.984      	35.95       
9           	4000        	35          	0.9008      	-1.875      	42.48       
9           	4100        	31          	0.8902      	-2.004      	42.84       
9           	4200        	41          	0.9007      	-2.429      	44.4        
9           	4300        	33          	0.9127      	-0.9757     	47.59       
9           	4400        	28          	0.8995      	-1.533      	49.56       
9           	4500        	32          	0.9041      	-1.027      	56.75       
9           	4600        	33          	0.9006      	-0.8334     	51.28       
9           	4700        	37          	0.896       	-0.6545     	56.92       
9           	4800        	31          	0.8981      	-2.143      	56.05       
9           	4900        	28          	0.898       	-1.296      	55.51       
9           	5000        	30          	0.8932      	-1.597      	49.52       
10          	1           	255         	0.9961      	-0.2006     	95.52       
10          	100         	193         	0.9904      	0.4198      	96.84       
10          	200         	132         	0.9868      	1.393       	94.85       
10          	300         	110         	0.9818      	0.4542      	93.85       
