generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2	alive.rpl   
61          	10          	0.001034    	0.001375    	0.0006873   	1           
62          	10          	0.001222    	0.00126     	0.001184    	1           
63          	10          	0.001298    	0.001097    	0.001502    	1           
64          	10          	0.001165    	0.0009523   	0.00138     	1           
65          	10          	0.00137     	0.00115     	0.001594    	1           
66          	10          	0.001365    	0.001274    	0.001458    	1           
67          	10          	0.001375    	0.001326    	0.001426    	1           
68          	10          	0.001572    	0.001678    	0.001464    	1           
69          	10          	0.001599    	0.001538    	0.001661    	1           
70          	10          	0.001519    	0.001657    	0.001378    	1           
71          	10          	0.001542    	0.00139     	0.001697    	1           
72          	10          	0.001261    	0.001274    	0.001249    	1           
73          	10          	0.001445    	0.001517    	0.001372    	1           
74          	10          	0.001312    	0.001239    	0.001385    	1           
75          	10          	0.001239    	0.001309    	0.001168    	1           
76          	10          	0.001261    	0.001499    	0.00102     	1           
77          	10          	0.00135     	0.001561    	0.001136    	1           
78          	10          	0.001303    	0.001181    	0.001427    	1           
79          	10          	0.001483    	0.001222    	0.001749    	1           
80          	10          	0.001576    	0.001101    	0.002059    	1           
81          	10          	0.001606    	0.001253    	0.001965    	1           
82          	10          	0.00175     	0.001426    	0.002079    	1           
83          	10          	0.001927    	0.001484    	0.002378    	1           
84          	10          	0.002065    	0.001612    	0.002527    	1           
85          	10          	0.001958    	0.001744    	0.002177    	1           
86          	10          	0.00158     	0.001377    	0.001787    	1           
87          	10          	0.001373    	0.001073    	0.001678    	1           
88          	10          	0.001436    	0.001021    	0.001859    	1           
89          	10          	0.001416    	0.0009144   	0.001928    	1           
90          	10          	0.001211    	0.001042    	0.001383    	1           
91          	10          	0.00139     	0.001297    	0.001485    	1           
92          	10          	0.001539    	0.001712    	0.001363    	1           
93          	10          	0.001452    	0.001697    	0.001202    	1           
94          	10          	0.001305    	0.001598    	0.001006    	1           
95          	10          	0.001465    	0.001779    	0.001145    	1           
96          	10          	0.001641    	0.001917    	0.001359    	1           
97          	10          	0.00156     	0.001754    	0.001362    	1           
98          	10          	0.001601    	0.00199     	0.001204    	1           
99          	10          	0.001664    	0.002026    	0.001294    	1           
100         	10          	0.001667    	0.002049    	0.001279    	1           
101         	10          	0.001639    	0.001741    	0.001536    	1           
102         	10          	0.001684    	0.001914    	0.00145     	1           
103         	10          	0.001547    	0.001697    	0.001394    	1           
104         	10          	0.001491    	0.001491    	0.00149     	1           
105         	10          	0.001503    	0.001635    	0.001369    	1           
106         	10          	0.001586    	0.001724    	0.001446    	1           
107         	10          	0.001939    	0.001846    	0.002033    	1           
108         	10          	0.001741    	0.001581    	0.001904    	1           
109         	10          	0.001873    	0.001664    	0.002086    	1           
110         	10          	0.001806    	0.001779    	0.001833    	1           
111         	10          	0.001623    	0.001532    	0.001715    	1           
112         	10          	0.001192    	0.001024    	0.001363    	1           
113         	10          	0.001462    	0.001247    	0.001682    	1           
114         	10          	0.001637    	0.001314    	0.001966    	1           
115         	10          	0.00173     	0.001554    	0.00191     	1           
116         	10          	0.001643    	0.001705    	0.001581    	1           
117         	10          	0.001743    	0.001952    	0.00153     	1           
118         	10          	0.001519    	0.001486    	0.001552    	1           
119         	10          	0.00149     	0.001768    	0.001207    	1           
120         	10          	0.001967    	0.002025    	0.001907    	1           
121         	10          	0.001985    	0.002067    	0.0019      	1           
122         	10          	0.001932    	0.001909    	0.001956    	1           
123         	10          	0.00189     	0.002021    	0.001757    	1           
124         	10          	0.001734    	0.001899    	0.001565    	1           
125         	10          	0.001731    	0.001668    	0.001794    	1           
126         	10          	0.001709    	0.001542    	0.001879    	1           
127         	10          	0.001486    	0.001492    	0.001479    	1           
128         	10          	0.001505    	0.001655    	0.001352    	1           
129         	10          	0.001661    	0.001741    	0.00158     	1           
130         	10          	0.001663    	0.001799    	0.001525    	1           
131         	10          	0.001694    	0.001791    	0.001596    	1           
132         	10          	0.001699    	0.001675    	0.001724    	1           
133         	10          	0.001692    	0.001308    	0.002083    	1           
134         	10          	0.001873    	0.001544    	0.002209    	1           
135         	10          	0.001954    	0.001734    	0.002178    	1           
136         	10          	0.001531    	0.001306    	0.001761    	1           
137         	10          	0.001543    	0.001282    	0.001808    	1           
138         	10          	0.001541    	0.001223    	0.001865    	1           
139         	10          	0.001423    	0.001438    	0.001407    	1           
140         	10          	0.001338    	0.00125     	0.001427    	1           
141         	10          	0.001398    	0.001174    	0.001626    	1           
142         	10          	0.001553    	0.001431    	0.001677    	1           
143         	10          	0.001625    	0.001372    	0.001881    	1           
144         	10          	0.001718    	0.001381    	0.002059    	1           
145         	10          	0.001766    	0.001522    	0.002015    	1           
146         	10          	0.001967    	0.001796    	0.002141    	1           
147         	10          	0.001962    	0.001708    	0.002221    	1           
148         	10          	0.002387    	0.002437    	0.002337    	1           
149         	10          	0.002382    	0.00242     	0.002344    	1           
150         	10          	0.001895    	0.001919    	0.001871    	1           
151         	10          	0.00175     	0.001595    	0.001906    	1           
152         	10          	0.001635    	0.001472    	0.0018      	1           
153         	10          	0.001495    	0.001372    	0.001619    	1           
154         	10          	0.00158     	0.001237    	0.001928    	1           
155         	10          	0.001369    	0.001268    	0.001471    	1           
156         	10          	0.001527    	0.001447    	0.001608    	1           
157         	10          	0.001589    	0.001232    	0.001951    	1           
158         	10          	0.001584    	0.001627    	0.00154     	1           
159         	10          	0.001807    	0.001763    	0.001851    	1           
160         	10          	0.001912    	0.00182     	0.002006    	1           
161         	10          	0.001727    	0.001704    	0.00175     	1           
162         	10          	0.001646    	0.001363    	0.001933    	1           
163         	10          	0.001229    	0.001074    	0.001386    	1           
164         	10          	0.001387    	0.001058    	0.00172     	1           
165         	10          	0.001585    	0.001219    	0.001954    	1           
166         	10          	0.00168     	0.001557    	0.001804    	1           
167         	10          	0.001795    	0.001993    	0.001596    	1           
168         	10          	0.001621    	0.001564    	0.001679    	1           
169         	10          	0.001397    	0.001271    	0.001525    	1           
170         	10          	0.001307    	0.00129     	0.001324    	1           
171         	10          	0.001424    	0.001421    	0.001427    	1           
172         	10          	0.001479    	0.001527    	0.001429    	1           
173         	10          	0.001364    	0.001563    	0.001161    	1           
174         	10          	0.001344    	0.001315    	0.001373    	1           
175         	10          	0.001321    	0.001177    	0.001467    	1           
176         	10          	0.001282    	0.001161    	0.001405    	1           
177         	10          	0.001456    	0.001367    	0.001547    	1           
178         	10          	0.001594    	0.001545    	0.001642    	1           
179         	10          	0.00176     	0.001554    	0.00197     	1           
180         	10          	0.001555    	0.001707    	0.001402    	1           
181         	10          	0.001766    	0.001537    	0.001998    	1           
182         	10          	0.001748    	0.001424    	0.002075    	1           
183         	10          	0.001695    	0.001164    	0.002233    	1           
184         	10          	0.001619    	0.00114     	0.002104    	1           
185         	10          	0.001596    	0.001184    	0.002013    	1           
186         	10          	0.001613    	0.001211    	0.002021    	1           
187         	10          	0.001859    	0.001349    	0.002376    	1           
188         	10          	0.001521    	0.001058    	0.001992    	1           
189         	10          	0.001376    	0.0009392   	0.001821    	1           
190         	10          	0.001594    	0.001346    	0.001847    	1           
191         	10          	0.001378    	0.00122     	0.00154     	1           
192         	10          	0.001699    	0.001643    	0.001755    	1           
193         	10          	0.00148     	0.001204    	0.00176     	1           
194         	10          	0.001693    	0.001202    	0.002193    	1           
195         	10          	0.001858    	0.001575    	0.002145    	1           
196         	10          	0.001797    	0.001502    	0.002097    	1           
197         	10          	0.001927    	0.001463    	0.002399    	1           
198         	10          	0.00193     	0.001612    	0.002255    	1           
199         	10          	0.001515    	0.001133    	0.001903    	1           
200         	10          	0.001633    	0.00139     	0.001882    	1           
201         	10          	0.001455    	0.001319    	0.001594    	1           
202         	10          	0.001268    	0.001209    	0.001327    	1           
203         	10          	0.001229    	0.001302    	0.001153    	1           
204         	10          	0.001069    	0.001139    	0.0009983   	1           
205         	10          	0.001186    	0.001254    	0.001118    	1           
206         	10          	0.0009049   	0.0008662   	0.0009442   	1           
207         	10          	0.001375    	0.001268    	0.001484    	1           
208         	10          	0.001463    	0.0015      	0.001426    	1           
209         	10          	0.00154     	0.001499    	0.001581    	1           
210         	10          	0.001714    	0.001923    	0.001502    	1           
211         	10          	0.001376    	0.00123     	0.001524    	1           
212         	10          	0.001661    	0.00127     	0.002057    	1           
213         	10          	0.001612    	0.001319    	0.001909    	1           
214         	10          	0.001649    	0.001585    	0.001714    	1           
215         	10          	0.001583    	0.001452    	0.001715    	1           
216         	10          	0.001815    	0.001674    	0.001958    	1           
217         	10          	0.001732    	0.001571    	0.001895    	1           
218         	10          	0.00193     	0.001965    	0.001894    	1           
219         	10          	0.001947    	0.001965    	0.001929    	1           
220         	10          	0.001793    	0.001808    	0.001778    	1           
221         	10          	0.001835    	0.001459    	0.002217    	1           
222         	10          	0.001967    	0.001897    	0.002039    	1           
223         	10          	0.001703    	0.00149     	0.001918    	1           
224         	10          	0.001485    	0.001272    	0.001702    	1           
225         	10          	0.00178     	0.001513    	0.002052    	1           
226         	10          	0.001567    	0.001559    	0.001575    	1           
227         	10          	0.001626    	0.001723    	0.001528    	1           
228         	10          	0.001792    	0.002135    	0.001444    	1           
229         	10          	0.001673    	0.002257    	0.00108     	1           
230         	10          	0.001617    	0.002052    	0.001175    	1           
231         	10          	0.001739    	0.00193     	0.001545    	1           
232         	10          	0.001695    	0.001975    	0.00141     	1           
233         	10          	0.00169     	0.001953    	0.001423    	1           
234         	10          	0.00177     	0.001935    	0.001603    	1           
235         	10          	0.001801    	0.001719    	0.001883    	1           
236         	10          	0.001691    	0.00145     	0.001936    	1           
237         	10          	0.001511    	0.001147    	0.00188     	1           
238         	10          	0.001692    	0.001401    	0.001986    	1           
239         	10          	0.001581    	0.00151     	0.001654    	1           
240         	10          	0.001689    	0.001955    	0.001418    	1           
241         	10          	0.001688    	0.001784    	0.001592    	1           
242         	10          	0.001932    	0.001956    	0.001908    	1           
243         	10          	0.001949    	0.001962    	0.001937    	1           
244         	10          	0.001743    	0.001632    	0.001856    	1           
245         	10          	0.001474    	0.001184    	0.001768    	1           
246         	10          	0.00163     	0.001442    	0.00182     	1           
247         	10          	0.001525    	0.001314    	0.001738    	1           
248         	10          	0.001806    	0.001645    	0.001969    	1           
249         	10          	0.001877    	0.001822    	0.001934    	1           
250         	10          	0.002099    	0.002067    	0.002132    	1           
251         	10          	0.002035    	0.002106    	0.001964    	1           
252         	10          	0.001782    	0.001842    	0.001722    	1           
253         	10          	0.001434    	0.001769    	0.001096    	1           
254         	10          	0.001459    	0.001798    	0.001116    	1           
255         	10          	0.00139     	0.001544    	0.001236    	1           
256         	10          	0.0014      	0.001576    	0.001221    	1           
257         	10          	0.001309    	0.001525    	0.001091    	1           
258         	10          	0.001546    	0.001616    	0.001475    	1           
259         	10          	0.001595    	0.001487    	0.001704    	1           
260         	10          	0.00162     	0.001192    	0.002053    	1           
261         	10          	0.00159     	0.001231    	0.001954    	1           
262         	10          	0.001748    	0.001451    	0.002048    	1           
263         	10          	0.001854    	0.001762    	0.001948    	1           
264         	10          	0.001733    	0.001752    	0.001713    	1           
265         	10          	0.001767    	0.001606    	0.001929    	1           
266         	10          	0.001765    	0.001629    	0.001902    	1           
267         	10          	0.001698    	0.001683    	0.001714    	1           
268         	10          	0.001772    	0.001819    	0.001724    	1           
269         	10          	0.001576    	0.001513    	0.001639    	1           
270         	10          	0.001492    	0.001466    	0.001518    	1           
271         	10          	0.001286    	0.001404    	0.001167    	1           
272         	10          	0.001256    	0.00123     	0.001283    	1           
273         	10          	0.001365    	0.001261    	0.00147     	1           
274         	10          	0.001335    	0.00134     	0.00133     	1           
275         	10          	0.001467    	0.001328    	0.001607    	1           
276         	10          	0.001451    	0.001264    	0.001641    	1           
277         	10          	0.001561    	0.001398    	0.001726    	1           
278         	10          	0.001493    	0.00137     	0.001617    	1           
279         	10          	0.00157     	0.001632    	0.001507    	1           
280         	10          	0.001756    	0.001809    	0.001703    	1           
281         	10          	0.001638    	0.001771    	0.001503    	1           
282         	10          	0.001711    	0.002067    	0.00135     	1           
283         	10          	0.001867    	0.001952    	0.00178     	1           
284         	10          	0.00164     	0.002001    	0.001273    	1           
285         	10          	0.001697    	0.002028    	0.001362    	1           
286         	10          	0.001563    	0.001832    	0.001289    	1           
287         	10          	0.001619    	0.001648    	0.00159     	1           
288         	10          	0.001777    	0.001965    	0.001586    	1           
289         	10          	0.001559    	0.001636    	0.001481    	1           
290         	10          	0.001481    	0.001391    	0.001571    	1           
291         	10          	0.001531    	0.001547    	0.001514    	1           
292         	10          	0.001614    	0.001818    	0.001409    	1           
293         	10          	0.001719    	0.001695    	0.001745    	1           
294         	10          	0.001602    	0.001419    	0.001788    	1           
295         	10          	0.001615    	0.001336    	0.001897    	1           
296         	10          	0.00167     	0.001188    	0.002159    	1           
297         	10          	0.00177     	0.001241    	0.002304    	1           
298         	10          	0.002185    	0.001589    	0.002787    	1           
299         	10          	0.002138    	0.001841    	0.002437    	1           
300         	10          	0.002045    	0.002041    	0.002049    	1           
301         	10          	0.002135    	0.001927    	0.002345    	1           
302         	10          	0.002046    	0.001907    	0.002185    	1           
303         	10          	0.001811    	0.001534    	0.00209     	1           
304         	10          	0.001848    	0.001633    	0.002066    	1           
305         	10          	0.001451    	0.001311    	0.001592    	1           
306         	10          	0.001452    	0.001272    	0.001635    	1           
307         	10          	0.001727    	0.001679    	0.001775    	1           
308         	10          	0.00163     	0.001632    	0.001629    	1           
309         	10          	0.00142     	0.001236    	0.001607    	1           
310         	10          	0.001284    	0.001122    	0.001448    	1           
311         	10          	0.001674    	0.001313    	0.00204     	1           
312         	10          	0.001549    	0.0014      	0.001699    	1           
313         	10          	0.001625    	0.001432    	0.001821    	1           
314         	10          	0.001669    	0.001315    	0.002028    	1           
315         	10          	0.001653    	0.001352    	0.001958    	1           
316         	10          	0.00161     	0.001275    	0.001949    	1           
317         	10          	0.001686    	0.00136     	0.002016    	1           
318         	10          	0.001804    	0.001592    	0.002021    	1           
319         	10          	0.001871    	0.001824    	0.001918    	1           
320         	10          	0.001695    	0.001496    	0.001896    	1           
321         	10          	0.001628    	0.001381    	0.001879    	1           
322         	10          	0.001684    	0.001284    	0.002089    	1           
323         	10          	0.001544    	0.001118    	0.001977    	1           
324         	10          	0.001674    	0.001193    	0.002162    	1           
325         	10          	0.001728    	0.001141    	0.002325    	1           
326         	10          	0.001671    	0.001201    	0.002147    	1           
327         	10          	0.002039    	0.001443    	0.002644    	1           
328         	10          	0.002065    	0.001621    	0.002514    	1           
329         	10          	0.001952    	0.00155     	0.002359    	1           
330         	10          	0.002294    	0.001845    	0.002748    	1           
331         	10          	0.002044    	0.002041    	0.002048    	1           
332         	10          	0.002022    	0.002094    	0.001948    	1           
333         	10          	0.001706    	0.001782    	0.001629    	1           
334         	10          	0.001649    	0.001833    	0.001463    	1           
335         	10          	0.001491    	0.001551    	0.00143     	1           
336         	10          	0.001676    	0.001519    	0.001835    	1           
337         	10          	0.001645    	0.0017      	0.001588    	1           
338         	10          	0.001829    	0.001979    	0.001678    	1           
339         	10          	0.001667    	0.001901    	0.00143     	1           
340         	10          	0.00151     	0.001704    	0.001315    	1           
341         	10          	0.001652    	0.001869    	0.001432    	1           
342         	10          	0.001782    	0.002144    	0.001417    	1           
343         	10          	0.00177     	0.002168    	0.001369    	1           
344         	10          	0.001879    	0.002172    	0.001584    	1           
345         	10          	0.001768    	0.001897    	0.001639    	1           
346         	10          	0.00149     	0.001679    	0.0013      	1           
347         	10          	0.001511    	0.001507    	0.001515    	1           
348         	10          	0.001551    	0.001525    	0.001577    	1           
349         	10          	0.001553    	0.001442    	0.001665    	1           
350         	10          	0.001557    	0.001562    	0.001551    	1           
351         	10          	0.002009    	0.001902    	0.002117    	1           
352         	10          	0.002121    	0.001629    	0.002618    	1           
353         	10          	0.002147    	0.001489    	0.002811    	1           
354         	10          	0.002443    	0.001661    	0.003232    	1           
355         	10          	0.002218    	0.001395    	0.003049    	1           
356         	10          	0.001916    	0.001244    	0.002594    	1           
357         	10          	0.001965    	0.0008678   	0.003074    	1           
358         	10          	0.001687    	0.001042    	0.002338    	1           
359         	10          	0.001882    	0.001395    	0.002374    	1           
360         	10          	0.001748    	0.001467    	0.002032    	1           
361         	10          	0.001522    	0.00165     	0.001393    	1           
362         	10          	0.001406    	0.001495    	0.001317    	1           
363         	10          	0.00116     	0.001525    	0.0007894   	1           
364         	10          	0.001441    	0.001663    	0.001215    	1           
365         	10          	0.001187    	0.001475    	0.0008951   	1           
366         	10          	0.001431    	0.001431    	0.001431    	1           
367         	10          	0.001477    	0.00134     	0.001617    	1           
368         	10          	0.001647    	0.00134     	0.001959    	1           
369         	10          	0.00158     	0.001444    	0.001718    	1           
370         	10          	0.001456    	0.001357    	0.001556    	1           
371         	10          	0.001662    	0.001621    	0.001704    	1           
372         	10          	0.001409    	0.001437    	0.00138     	1           
373         	10          	0.001429    	0.001509    	0.001348    	1           
374         	10          	0.001517    	0.001589    	0.001443    	1           
375         	10          	0.00148     	0.001421    	0.001541    	1           
376         	10          	0.001602    	0.00158     	0.001624    	1           
377         	10          	0.001266    	0.001121    	0.001413    	1           
378         	10          	0.001386    	0.001247    	0.001528    	1           
379         	10          	0.00128     	0.00131     	0.001249    	1           
380         	10          	0.001398    	0.00159     	0.001202    	1           
381         	10          	0.001535    	0.001697    	0.001371    	1           
382         	10          	0.001454    	0.001535    	0.001371    	1           
383         	10          	0.001579    	0.001664    	0.001493    	1           
384         	10          	0.001381    	0.00137     	0.001393    	1           
385         	10          	0.00139     	0.001543    	0.001235    	1           
386         	10          	0.001242    	0.00143     	0.001051    	1           
387         	10          	0.001354    	0.001608    	0.001096    	1           
388         	10          	0.001409    	0.001648    	0.001167    	1           
389         	10          	0.001436    	0.001702    	0.001165    	1           
390         	10          	0.001313    	0.001575    	0.001047    	1           
391         	10          	0.001611    	0.002051    	0.001164    	1           
392         	10          	0.001857    	0.002619    	0.001083    	1           
393         	10          	0.001685    	0.00233     	0.00103     	1           
394         	10          	0.001753    	0.002347    	0.001148    	1           
395         	10          	0.001601    	0.002192    	0.0009997   	1           
396         	10          	0.001615    	0.002048    	0.001174    	1           
397         	10          	0.001409    	0.001678    	0.001135    	1           
398         	10          	0.00143     	0.001599    	0.001259    	1           
399         	10          	0.001515    	0.001733    	0.001292    	1           
400         	10          	0.00184     	0.002141    	0.001532    	1           
401         	10          	0.001959    	0.00235     	0.001558    	1           
402         	10          	0.002205    	0.002771    	0.001626    	1           
403         	10          	0.001977    	0.002254    	0.001692    	1           
404         	10          	0.002047    	0.002608    	0.001472    	1           
405         	10          	0.002328    	0.002667    	0.001979    	1           
406         	10          	0.002652    	0.002664    	0.00264     	1           
407         	10          	0.002772    	0.002711    	0.002835    	1           
408         	10          	0.002437    	0.002331    	0.002546    	1           
409         	10          	0.002933    	0.00261     	0.003264    	1           
410         	10          	0.002753    	0.002661    	0.002848    	1           
411         	10          	0.002571    	0.002427    	0.002719    	1           
412         	10          	0.002834    	0.002522    	0.003153    	1           
413         	10          	0.002728    	0.002548    	0.002911    	1           
414         	10          	0.002378    	0.001957    	0.002808    	1           
415         	10          	0.002186    	0.001811    	0.002568    	1           
416         	10          	0.002226    	0.001684    	0.002778    	1           
417         	10          	0.002275    	0.00212     	0.002433    	1           
418         	10          	0.002259    	0.001877    	0.002649    	1           
419         	10          	0.001805    	0.001753    	0.001857    	1           
420         	10          	0.001514    	0.001569    	0.001457    	1           
421         	10          	0.001706    	0.001843    	0.001567    	1           
422         	10          	0.001675    	0.001906    	0.001441    	1           
423         	10          	0.001723    	0.001775    	0.001671    	1           
424         	10          	0.001697    	0.00173     	0.001662    	1           
425         	10          	0.001741    	0.001792    	0.001689    	1           
426         	10          	0.001761    	0.001946    	0.001571    	1           
427         	10          	0.00187     	0.001827    	0.001914    	1           
428         	10          	0.001925    	0.001894    	0.001956    	1           
429         	10          	0.001801    	0.001707    	0.001897    	1           
430         	10          	0.001883    	0.001771    	0.001999    	1           
431         	10          	0.001597    	0.001336    	0.001865    	1           
432         	10          	0.002003    	0.001526    	0.002492    	1           
433         	10          	0.001936    	0.00175     	0.002126    	1           
434         	10          	0.001723    	0.001602    	0.001846    	1           
435         	10          	0.001658    	0.001495    	0.001825    	1           
436         	10          	0.001556    	0.001389    	0.001727    	1           
437         	10          	0.001423    	0.001244    	0.001605    	1           
438         	10          	0.00163     	0.001205    	0.002063    	1           
439         	10          	0.001899    	0.001326    	0.002483    	1           
440         	10          	0.002146    	0.001544    	0.002757    	1           
441         	10          	0.002065    	0.001816    	0.002319    	1           
442         	10          	0.001863    	0.001748    	0.00198     	1           
443         	10          	0.001571    	0.001349    	0.001797    	1           
444         	10          	0.001652    	0.001438    	0.00187     	1           
445         	10          	0.001358    	0.001285    	0.001433    	1           
446         	10          	0.001459    	0.001273    	0.001648    	1           
447         	10          	0.001306    	0.001256    	0.001357    	1           
448         	10          	0.001455    	0.001428    	0.001482    	1           
449         	10          	0.001564    	0.001451    	0.00168     	1           
450         	10          	0.001676    	0.001488    	0.001867    	1           
451         	10          	0.001508    	0.001439    	0.001579    	1           
452         	10          	0.00149     	0.001572    	0.001407    	1           
453         	10          	0.001592    	0.00176     	0.001422    	1           
454         	10          	0.001382    	0.001535    	0.001226    	1           
455         	10          	0.001416    	0.001503    	0.001328    	1           
456         	10          	0.001686    	0.001608    	0.001766    	1           
457         	10          	0.001922    	0.001585    	0.002266    	1           
458         	10          	0.001846    	0.001652    	0.002044    	1           
459         	10          	0.001666    	0.001768    	0.001561    	1           
460         	10          	0.00203     	0.002186    	0.00187     	1           
461         	10          	0.001846    	0.00181     	0.001881    	1           
462         	10          	0.001758    	0.001726    	0.00179     	1           
463         	10          	0.001767    	0.00153     	0.002009    	1           
464         	10          	0.00185     	0.001352    	0.002357    	1           
465         	10          	0.001979    	0.001384    	0.002585    	1           
466         	10          	0.001853    	0.001648    	0.002061    	1           
467         	10          	0.001653    	0.001652    	0.001654    	1           
468         	10          	0.001582    	0.001632    	0.00153     	1           
469         	10          	0.001692    	0.001717    	0.001667    	1           
470         	10          	0.001456    	0.001222    	0.001694    	1           
471         	10          	0.001345    	0.001209    	0.001483    	1           
472         	10          	0.001417    	0.001201    	0.001638    	1           
473         	10          	0.001331    	0.0009735   	0.001694    	1           
474         	10          	0.001369    	0.001066    	0.001678    	1           
475         	10          	0.001406    	0.0008671   	0.001955    	1           
476         	10          	0.001576    	0.0008986   	0.002268    	1           
477         	10          	0.001353    	0.0009051   	0.00181     	1           
478         	10          	0.001345    	0.001064    	0.001631    	1           
479         	10          	0.001423    	0.001157    	0.001694    	1           
480         	10          	0.00119     	0.001028    	0.001355    	1           
481         	10          	0.001328    	0.001252    	0.001405    	1           
482         	10          	0.001416    	0.0016      	0.001229    	1           
483         	10          	0.001684    	0.002078    	0.001284    	1           
484         	10          	0.00165     	0.001881    	0.001415    	1           
485         	10          	0.001672    	0.001799    	0.001542    	1           
486         	10          	0.001401    	0.001585    	0.001215    	1           
487         	10          	0.00147     	0.001907    	0.001027    	1           
488         	10          	0.001457    	0.001632    	0.001279    	1           
489         	10          	0.001575    	0.001695    	0.001453    	1           
490         	10          	0.001676    	0.001452    	0.001904    	1           
491         	10          	0.001602    	0.001434    	0.001773    	1           
492         	10          	0.001578    	0.001375    	0.001785    	1           
493         	10          	0.0016      	0.001334    	0.001872    	1           
494         	10          	0.001486    	0.001051    	0.001928    	1           
495         	10          	0.00137     	0.001322    	0.001418    	1           
496         	10          	0.001389    	0.001587    	0.001189    	1           
497         	10          	0.001718    	0.001771    	0.001663    	1           
498         	10          	0.001878    	0.002223    	0.001527    	1           
499         	10          	0.0019      	0.002267    	0.001527    	1           
500         	10          	0.001783    	0.002096    	0.001465    	1           
501         	10          	0.001747    	0.002006    	0.001485    	1           
502         	10          	0.001516    	0.001562    	0.00147     	1           
503         	10          	0.001437    	0.001501    	0.001371    	1           
504         	10          	0.001651    	0.001814    	0.001487    	1           
505         	10          	0.001652    	0.002143    	0.001155    	1           
506         	10          	0.001635    	0.00211     	0.001154    	1           
507         	10          	0.001523    	0.001961    	0.00108     	1           
508         	10          	0.001328    	0.001718    	0.0009349   	1           
509         	10          	0.00147     	0.001829    	0.001109    	1           
510         	10          	0.001397    	0.001748    	0.001043    	1           
511         	10          	0.001462    	0.001655    	0.001268    	1           
512         	10          	0.001724    	0.001712    	0.001737    	1           
513         	10          	0.001559    	0.001376    	0.001744    	1           
