generation  	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6	alive.rpl   
586         	2.44        	4.035e+05   	0.5827      	2.134e+04   	5.796e+04   	4.566e+04   	4.876e+04   	4.097e+04   	1.522e+04   	10          
587         	2.61        	4.479e+05   	0.6008      	2.124e+04   	5.837e+04   	4.626e+04   	5.527e+04   	3.766e+04   	1.146e+04   	10          
588         	2           	4.46e+05    	0.5152      	2.126e+04   	5.756e+04   	4.564e+04   	5.573e+04   	3.599e+04   	7818        	10          
589         	2.04        	4.508e+05   	0.5268      	2.15e+04    	5.761e+04   	4.48e+04    	5.597e+04   	3.382e+04   	5249        	10          
590         	1.64        	4.561e+05   	0.3497      	2.151e+04   	5.772e+04   	4.417e+04   	5.511e+04   	3.364e+04   	3209        	10          
591         	2.61        	4.551e+05   	0.5842      	2.15e+04    	5.762e+04   	4.314e+04   	5.458e+04   	3.271e+04   	1833        	10          
592         	2.05        	4.609e+05   	1.088       	2.141e+04   	5.772e+04   	4.036e+04   	5.29e+04    	3.292e+04   	985.4       	10          
593         	1.76        	4.558e+05   	0.5157      	2.117e+04   	5.882e+04   	3.794e+04   	5.134e+04   	3.209e+04   	465.1       	10          
594         	2.01        	4.525e+05   	0.4377      	2.133e+04   	5.91e+04    	3.713e+04   	4.851e+04   	3.073e+04   	2.116e+04   	10          
595         	2.21        	4.049e+05   	0.7485      	2.054e+04   	5.671e+04   	3.673e+04   	4.646e+04   	2.866e+04   	2.068e+04   	10          
596         	1.56        	4.143e+05   	0.825       	2.074e+04   	5.649e+04   	3.625e+04   	4.538e+04   	3.75e+04    	2.103e+04   	10          
597         	1.76        	4.173e+05   	0.6845      	2.09e+04    	5.642e+04   	3.66e+04    	4.334e+04   	3.769e+04   	2.098e+04   	10          
598         	2.16        	4.194e+05   	1.025       	2.074e+04   	5.679e+04   	3.664e+04   	4.195e+04   	3.753e+04   	2.074e+04   	10          
599         	1.81        	4.146e+05   	0.6284      	2.099e+04   	5.523e+04   	3.666e+04   	4.135e+04   	3.754e+04   	2.01e+04    	10          
600         	2.56        	4.025e+05   	0.6305      	2.115e+04   	5.42e+04    	3.635e+04   	3.916e+04   	3.738e+04   	1.96e+04    	10          
601         	2           	4.091e+05   	0.3981      	2.014e+04   	5.51e+04    	3.678e+04   	3.847e+04   	3.778e+04   	1.844e+04   	10          
602         	2.09        	4.262e+05   	0.6712      	2.082e+04   	5.488e+04   	4.923e+04   	3.77e+04    	3.73e+04    	1.68e+04    	10          
603         	2.2         	4.224e+05   	0.8917      	2.091e+04   	5.498e+04   	4.818e+04   	3.679e+04   	3.662e+04   	1.447e+04   	10          
604         	2.09        	3.909e+05   	0.7991      	2.142e+04   	4.886e+04   	4.874e+04   	3.63e+04    	3.664e+04   	1.195e+04   	10          
605         	2.56        	3.981e+05   	1.004       	2.139e+04   	4.967e+04   	4.896e+04   	3.679e+04   	3.69e+04    	9161        	10          
606         	1.29        	4.052e+05   	0.3238      	2.125e+04   	4.945e+04   	4.889e+04   	3.692e+04   	3.682e+04   	6456        	10          
607         	2.4         	4.08e+05    	0.66        	2.125e+04   	4.935e+04   	4.882e+04   	3.678e+04   	3.667e+04   	4329        	10          
608         	2.09        	4.064e+05   	0.7756      	2.161e+04   	4.873e+04   	4.873e+04   	3.749e+04   	3.485e+04   	2594        	10          
609         	2.09        	4.097e+05   	0.8134      	1.961e+04   	4.919e+04   	4.906e+04   	3.785e+04   	3.434e+04   	1418        	10          
610         	2.76        	4.129e+05   	1.22        	2.045e+04   	4.812e+04   	4.899e+04   	3.766e+04   	3.186e+04   	664.2       	10          
611         	2.36        	4.215e+05   	0.924       	2.08e+04    	4.886e+04   	4.89e+04    	3.783e+04   	3.029e+04   	283.9       	10          
612         	2.16        	3.4e+05     	0.4651      	1.994e+04   	4.931e+04   	4.833e+04   	3.742e+04   	2.79e+04    	2.096e+04   	10          
613         	1.49        	3.447e+05   	0.4892      	2.021e+04   	4.852e+04   	4.86e+04    	3.738e+04   	2.553e+04   	3.786e+04   	10          
614         	1.65        	3.57e+05    	0.5089      	2.079e+04   	4.799e+04   	4.957e+04   	3.74e+04    	2.353e+04   	3.76e+04    	10          
615         	1.61        	3.623e+05   	0.557       	2.115e+04   	4.681e+04   	4.92e+04    	3.786e+04   	2.259e+04   	3.687e+04   	10          
616         	2           	3.207e+05   	0.857       	2.02e+04    	4.678e+04   	4.942e+04   	3.783e+04   	3.649e+04   	3.633e+04   	10          
617         	2.2         	3.222e+05   	0.6445      	2.056e+04   	4.636e+04   	4.95e+04    	3.793e+04   	3.617e+04   	3.53e+04    	10          
618         	2.29        	3.294e+05   	0.6336      	2.063e+04   	4.615e+04   	4.935e+04   	3.706e+04   	3.597e+04   	3.395e+04   	10          
619         	2.09        	3.244e+05   	0.936       	2.108e+04   	4.621e+04   	4.871e+04   	3.762e+04   	3.539e+04   	3.099e+04   	10          
620         	2.29        	3.319e+05   	1.176       	2.126e+04   	4.843e+04   	4.864e+04   	3.738e+04   	3.59e+04    	2.844e+04   	10          
621         	2.2         	3.365e+05   	0.5984      	2.16e+04    	5.077e+04   	4.904e+04   	3.719e+04   	3.499e+04   	2.518e+04   	10          
622         	2.41        	3.479e+05   	0.5842      	2.104e+04   	5.241e+04   	4.885e+04   	3.752e+04   	3.432e+04   	2.082e+04   	10          
623         	2.2         	3.553e+05   	0.8709      	2.123e+04   	5.316e+04   	4.906e+04   	3.74e+04    	3.321e+04   	1.582e+04   	10          
624         	2.81        	3.668e+05   	0.304       	1.965e+04   	5.407e+04   	4.83e+04    	3.793e+04   	3.185e+04   	1.153e+04   	10          
625         	2.25        	3.815e+05   	0.8286      	2.021e+04   	5.507e+04   	4.858e+04   	3.784e+04   	2.921e+04   	7568        	10          
626         	2.29        	3.569e+05   	0.502       	1.936e+04   	5.624e+04   	5.611e+04   	3.806e+04   	2.681e+04   	4552        	10          
627         	2.24        	3.36e+05    	0.7065      	2.001e+04   	5.603e+04   	5.668e+04   	3.778e+04   	2.487e+04   	2.162e+04   	10          
628         	2.61        	3.473e+05   	0.5645      	2.022e+04   	5.661e+04   	5.477e+04   	3.772e+04   	2.335e+04   	2.086e+04   	10          
629         	3.25        	3.562e+05   	0.4159      	2.077e+04   	5.673e+04   	5.528e+04   	3.715e+04   	2.185e+04   	2.118e+04   	10          
630         	2.24        	3.616e+05   	0.734       	2.066e+04   	5.711e+04   	5.593e+04   	3.717e+04   	2.126e+04   	2.102e+04   	10          
631         	1.76        	3.677e+05   	0.7737      	2.031e+04   	5.678e+04   	5.536e+04   	3.773e+04   	2.111e+04   	2.07e+04    	10          
632         	1.96        	3.389e+05   	0.8059      	2.055e+04   	5.68e+04    	5.508e+04   	3.79e+04    	3.797e+04   	2.033e+04   	10          
633         	2.56        	3.422e+05   	0.4802      	2.114e+04   	5.648e+04   	5.539e+04   	3.759e+04   	3.763e+04   	2.008e+04   	10          
634         	1.84        	3.462e+05   	1           	2.196e+04   	5.613e+04   	5.499e+04   	3.786e+04   	3.712e+04   	1.932e+04   	10          
635         	3.01        	3.51e+05    	0.8961      	2.325e+04   	5.622e+04   	5.414e+04   	3.777e+04   	3.641e+04   	1.828e+04   	10          
636         	2.56        	3.602e+05   	1.13        	2.444e+04   	5.572e+04   	5.378e+04   	3.779e+04   	3.619e+04   	1.68e+04    	10          
637         	2.16        	3.749e+05   	0.5013      	2.543e+04   	5.558e+04   	5.256e+04   	3.741e+04   	3.529e+04   	1.475e+04   	10          
638         	2.64        	3.759e+05   	0.6922      	2.812e+04   	5.502e+04   	4.926e+04   	3.736e+04   	3.436e+04   	1.262e+04   	10          
639         	2.25        	3.897e+05   	0.6621      	3.054e+04   	5.476e+04   	4.886e+04   	3.709e+04   	3.278e+04   	1.017e+04   	10          
640         	2.56        	4.193e+05   	0.5242      	3.274e+04   	5.473e+04   	5.173e+04   	3.81e+04    	3.085e+04   	2.587e+04   	10          
641         	2.44        	5.414e+05   	0.2867      	3.422e+04   	5.395e+04   	5.183e+04   	3.813e+04   	2.925e+04   	3.797e+04   	10          
642         	2.56        	5.704e+05   	0.677       	3.546e+04   	5.395e+04   	5.194e+04   	3.785e+04   	2.691e+04   	3.644e+04   	10          
643         	2.56        	5.846e+05   	0.8531      	3.651e+04   	5.234e+04   	5.146e+04   	3.799e+04   	2.371e+04   	3.592e+04   	10          
644         	2.84        	6.071e+05   	0.553       	3.697e+04   	5.143e+04   	5.189e+04   	3.798e+04   	2.282e+04   	3.483e+04   	10          
645         	2.24        	6.31e+05    	0.8653      	3.755e+04   	5.062e+04   	5.238e+04   	3.797e+04   	2.145e+04   	3.293e+04   	10          
646         	2.44        	6.525e+05   	1.115       	3.724e+04   	5.085e+04   	5.261e+04   	3.8e+04     	2.1e+04     	3.123e+04   	10          
647         	2.84        	5.992e+05   	0.9539      	3.697e+04   	5.248e+04   	5.163e+04   	4.97e+04    	2.037e+04   	2.895e+04   	10          
648         	2.64        	5.958e+05   	0.9129      	3.589e+04   	5.22e+04    	5.13e+04    	4.907e+04   	2.081e+04   	2.515e+04   	10          
649         	2.44        	5.577e+05   	0.6515      	3.629e+04   	5.12e+04    	4.958e+04   	4.922e+04   	2.08e+04    	2.112e+04   	10          
650         	2.64        	5.574e+05   	0.6088      	3.706e+04   	5.253e+04   	4.861e+04   	4.926e+04   	2.102e+04   	1.703e+04   	10          
651         	2.44        	5.565e+05   	1.078       	3.698e+04   	5.433e+04   	4.716e+04   	4.875e+04   	2.113e+04   	1.239e+04   	10          
652         	2.16        	5.077e+05   	0.8672      	3.662e+04   	4.93e+04    	4.636e+04   	4.719e+04   	2.126e+04   	8110        	10          
653         	1.64        	4.941e+05   	0.3366      	3.669e+04   	4.883e+04   	4.508e+04   	4.571e+04   	2.136e+04   	5106        	10          
654         	2.64        	4.898e+05   	0.6743      	3.677e+04   	4.945e+04   	4.345e+04   	4.447e+04   	2.119e+04   	2414        	10          
655         	2.65        	4.779e+05   	0.6259      	3.766e+04   	4.928e+04   	4.218e+04   	4.275e+04   	2.085e+04   	1217        	10          
656         	2.84        	4.662e+05   	0.6195      	3.752e+04   	4.898e+04   	4.091e+04   	4.044e+04   	2.078e+04   	519.4       	10          
657         	2.64        	4.54e+05    	0.5821      	3.755e+04   	4.785e+04   	3.859e+04   	3.846e+04   	2.102e+04   	203.8       	10          
658         	1.05        	4.542e+05   	0.7984      	3.79e+04    	4.694e+04   	3.79e+04    	3.734e+04   	2.099e+04   	108.8       	10          
659         	2.05        	4.691e+05   	0.7555      	3.74e+04    	4.704e+04   	3.75e+04    	3.625e+04   	2.089e+04   	53.29       	10          
660         	2.61        	4.747e+05   	0.8622      	3.762e+04   	4.771e+04   	3.692e+04   	3.649e+04   	2.078e+04   	17.96       	10          
661         	1.8         	4.652e+05   	0.8972      	3.608e+04   	4.778e+04   	3.566e+04   	4.789e+04   	2.102e+04   	2.144e+04   	10          
662         	1.76        	4.656e+05   	0.5319      	3.656e+04   	4.678e+04   	3.58e+04    	4.817e+04   	2.103e+04   	2.123e+04   	10          
663         	2.41        	4.87e+05    	0.6372      	3.698e+04   	4.723e+04   	3.627e+04   	4.794e+04   	2.109e+04   	2.107e+04   	10          
664         	2.61        	4.907e+05   	0.4623      	3.666e+04   	4.661e+04   	3.64e+04    	4.808e+04   	2.119e+04   	2.123e+04   	10          
665         	0.89        	4.981e+05   	0.2933      	3.717e+04   	4.726e+04   	3.568e+04   	4.821e+04   	2.11e+04    	2.069e+04   	10          
666         	1.81        	5.102e+05   	0.3976      	3.717e+04   	4.979e+04   	3.657e+04   	4.737e+04   	2.112e+04   	2.031e+04   	10          
667         	2.01        	5.429e+05   	0.9712      	3.801e+04   	5.143e+04   	4.908e+04   	4.729e+04   	2.132e+04   	1.975e+04   	10          
668         	2           	4.625e+05   	0.4205      	3.731e+04   	5.258e+04   	4.973e+04   	4.974e+04   	2.123e+04   	3.59e+04    	10          
669         	2.41        	4.654e+05   	0.7976      	3.756e+04   	5.295e+04   	4.839e+04   	4.979e+04   	2.146e+04   	3.488e+04   	10          
670         	2.29        	4.669e+05   	0.539       	3.826e+04   	5.425e+04   	4.835e+04   	4.95e+04    	2.116e+04   	3.336e+04   	10          
671         	2.2         	4.724e+05   	0.4505      	3.765e+04   	5.558e+04   	5.497e+04   	5.058e+04   	2.094e+04   	3.054e+04   	10          
672         	2.41        	4.731e+05   	0.6137      	3.77e+04    	5.473e+04   	5.565e+04   	5.01e+04    	2.095e+04   	2.754e+04   	10          
673         	3.64        	5.789e+05   	0.5469      	3.687e+04   	5.524e+04   	5.542e+04   	4.99e+04    	2.119e+04   	3.815e+04   	10          
674         	2           	5.789e+05   	1.033       	3.78e+04    	5.401e+04   	5.6e+04     	4.956e+04   	2.152e+04   	3.962e+04   	10          
675         	2.29        	5.763e+05   	0.6069      	3.685e+04   	5.468e+04   	5.459e+04   	4.938e+04   	2.145e+04   	3.754e+04   	10          
676         	2.04        	5.711e+05   	0.4688      	3.676e+04   	5.358e+04   	5.439e+04   	4.931e+04   	2.107e+04   	3.581e+04   	10          
677         	2.76        	6.165e+05   	1.293       	3.704e+04   	4.794e+04   	5.29e+04    	4.92e+04    	2.126e+04   	3.49e+04    	10          
678         	2.45        	6.059e+05   	0.61        	3.651e+04   	4.655e+04   	5.072e+04   	4.953e+04   	2.123e+04   	3.392e+04   	10          
679         	1.89        	5.587e+05   	1.035       	3.623e+04   	4.599e+04   	5.001e+04   	4.994e+04   	2.132e+04   	4.441e+04   	10          
680         	1.89        	5.517e+05   	0.4729      	3.629e+04   	4.714e+04   	4.853e+04   	4.962e+04   	2.109e+04   	4.279e+04   	10          
681         	2.61        	5.405e+05   	0.7169      	3.514e+04   	4.794e+04   	4.695e+04   	4.897e+04   	2.113e+04   	4.059e+04   	10          
682         	2.61        	5.441e+05   	0.7525      	3.624e+04   	4.966e+04   	4.652e+04   	4.836e+04   	2.107e+04   	3.75e+04    	10          
683         	1.81        	5.432e+05   	0.8445      	3.677e+04   	5.202e+04   	4.528e+04   	4.806e+04   	2.121e+04   	3.326e+04   	10          
684         	2.29        	5.437e+05   	0.6959      	3.702e+04   	5.318e+04   	4.43e+04    	4.812e+04   	2.134e+04   	3.005e+04   	10          
685         	2.64        	5.433e+05   	1.222       	3.739e+04   	5.407e+04   	4.422e+04   	4.714e+04   	2.122e+04   	2.609e+04   	10          
686         	2.36        	5.396e+05   	0.2162      	3.679e+04   	5.596e+04   	4.384e+04   	4.594e+04   	2.123e+04   	2.176e+04   	10          
687         	2.04        	5.304e+05   	0.6958      	3.696e+04   	5.301e+04   	4.282e+04   	4.507e+04   	2.104e+04   	1.806e+04   	10          
688         	2.36        	5.303e+05   	1.041       	3.769e+04   	5.395e+04   	4.168e+04   	4.412e+04   	2.127e+04   	1.465e+04   	10          
689         	2.36        	5.182e+05   	0.9921      	3.785e+04   	5.429e+04   	3.986e+04   	4.21e+04    	2.086e+04   	1.12e+04    	10          
690         	2.29        	5.217e+05   	0.6217      	3.842e+04   	5.579e+04   	4.846e+04   	4.045e+04   	2.098e+04   	7901        	10          
691         	2.61        	5.052e+05   	0.3336      	3.641e+04   	5.532e+04   	4.882e+04   	3.782e+04   	2.082e+04   	5227        	10          
692         	2.36        	5.026e+05   	0.4536      	3.618e+04   	5.387e+04   	4.912e+04   	3.717e+04   	2.064e+04   	3241        	10          
693         	2.69        	5.221e+05   	0.5566      	3.685e+04   	5.439e+04   	5.594e+04   	3.63e+04    	2.104e+04   	1670        	10          
694         	2.09        	5.061e+05   	0.8109      	3.747e+04   	5.59e+04    	5.448e+04   	4.722e+04   	2.119e+04   	905.5       	10          
695         	2.4         	5.108e+05   	0.8302      	3.74e+04    	5.716e+04   	5.241e+04   	4.775e+04   	2.096e+04   	371.3       	10          
696         	2.09        	5.034e+05   	0.5934      	3.725e+04   	5.526e+04   	5.187e+04   	4.755e+04   	2.104e+04   	178.7       	10          
697         	2.01        	5.083e+05   	0.6356      	3.748e+04   	5.602e+04   	5.093e+04   	4.704e+04   	2.067e+04   	78.41       	10          
698         	2.25        	5.079e+05   	0.7941      	3.758e+04   	5.646e+04   	4.959e+04   	4.642e+04   	2.09e+04    	41.41       	10          
699         	2.4         	5.124e+05   	0.8416      	3.695e+04   	5.78e+04    	4.877e+04   	4.593e+04   	2.067e+04   	29.6        	10          
700         	2.49        	5.144e+05   	0.4441      	3.755e+04   	5.733e+04   	4.727e+04   	4.499e+04   	2.087e+04   	93.84       	10          
701         	2.09        	5.135e+05   	0.7009      	3.818e+04   	5.634e+04   	4.664e+04   	4.374e+04   	2.073e+04   	52.61       	10          
702         	2.69        	5.27e+05    	0.6903      	3.832e+04   	5.584e+04   	4.665e+04   	4.25e+04    	2.105e+04   	30.84       	10          
703         	2.69        	5.398e+05   	0.8952      	3.692e+04   	5.649e+04   	5.341e+04   	3.99e+04    	2.133e+04   	29.41       	10          
704         	2.01        	5.315e+05   	0.6316      	3.754e+04   	5.58e+04    	5.355e+04   	3.849e+04   	2.115e+04   	17.01       	10          
705         	2.49        	5.427e+05   	0.6418      	3.708e+04   	5.486e+04   	5.444e+04   	3.711e+04   	2.106e+04   	2.17e+04    	10          
706         	1.96        	5.525e+05   	0.8733      	3.753e+04   	5.612e+04   	5.575e+04   	3.656e+04   	2.099e+04   	2.111e+04   	10          
707         	2.36        	5.518e+05   	1.331       	3.772e+04   	5.596e+04   	5.536e+04   	3.658e+04   	2.107e+04   	2.12e+04    	10          
708         	2.01        	5.564e+05   	0.6587      	3.708e+04   	5.605e+04   	5.577e+04   	3.658e+04   	2.092e+04   	2.087e+04   	10          
709         	1.81        	5.498e+05   	0.7865      	3.669e+04   	5.611e+04   	5.608e+04   	3.583e+04   	2.104e+04   	2.017e+04   	10          
710         	2.01        	5.551e+05   	0.7244      	3.708e+04   	5.693e+04   	5.524e+04   	3.666e+04   	2.133e+04   	1.94e+04    	10          
711         	2.04        	5.616e+05   	0.8076      	3.733e+04   	5.692e+04   	5.441e+04   	3.611e+04   	2.09e+04    	1.835e+04   	10          
712         	1.96        	5.511e+05   	0.5017      	3.771e+04   	5.67e+04    	5.243e+04   	3.663e+04   	2.1e+04     	1.673e+04   	10          
713         	2.24        	5.437e+05   	0.6107      	3.729e+04   	5.642e+04   	4.966e+04   	3.675e+04   	2.123e+04   	1.478e+04   	10          
714         	1.44        	5.46e+05    	0.7699      	3.697e+04   	5.613e+04   	4.913e+04   	3.626e+04   	2.146e+04   	1.239e+04   	10          
715         	1.84        	5.448e+05   	0.5847      	3.759e+04   	5.603e+04   	4.825e+04   	3.558e+04   	2.124e+04   	9622        	10          
716         	1.44        	5.468e+05   	0.332       	3.614e+04   	5.734e+04   	4.733e+04   	3.524e+04   	2.121e+04   	6738        	10          
717         	2.09        	5.476e+05   	0.8146      	3.633e+04   	5.752e+04   	4.755e+04   	3.308e+04   	2.139e+04   	4383        	10          
718         	1.96        	5.41e+05    	0.4016      	3.74e+04    	5.593e+04   	4.742e+04   	3.118e+04   	2.141e+04   	2672        	10          
719         	1.81        	5.516e+05   	0.5585      	3.741e+04   	5.556e+04   	4.663e+04   	4.216e+04   	2.131e+04   	1412        	10          
720         	1.49        	5.29e+05    	1.12        	3.702e+04   	5.588e+04   	4.728e+04   	4.032e+04   	3.768e+04   	709.6       	10          
721         	1.61        	5.245e+05   	0.8643      	3.756e+04   	5.65e+04    	4.826e+04   	3.879e+04   	3.671e+04   	355         	10          
722         	1.24        	5.206e+05   	0.5241      	3.826e+04   	5.59e+04    	4.868e+04   	3.781e+04   	3.649e+04   	143.3       	10          
723         	1.69        	4.435e+05   	0.6192      	3.686e+04   	5.619e+04   	4.909e+04   	5.203e+04   	3.647e+04   	88.25       	10          
724         	2.05        	4.323e+05   	0.2734      	3.666e+04   	5.558e+04   	4.835e+04   	5.222e+04   	3.539e+04   	61.96       	10          
725         	1.64        	4.242e+05   	0.3444      	3.733e+04   	5.582e+04   	4.916e+04   	5.199e+04   	3.382e+04   	67.29       	10          
726         	1.81        	4.248e+05   	0.8247      	3.61e+04    	5.64e+04    	4.907e+04   	5.064e+04   	3.263e+04   	56.09       	10          
727         	1.01        	3.813e+05   	0.5182      	3.662e+04   	5.51e+04    	5.638e+04   	4.925e+04   	3.08e+04    	76.41       	10          
728         	1.44        	3.796e+05   	0.763       	3.687e+04   	5.508e+04   	5.566e+04   	4.74e+04    	2.853e+04   	22.41       	10          
729         	1.24        	2.886e+05   	0.4998      	3.678e+04   	5.482e+04   	5.537e+04   	4.569e+04   	4.009e+04   	20.45       	10          
730         	1.76        	2.901e+05   	0.3935      	3.565e+04   	5.37e+04    	5.468e+04   	4.482e+04   	3.885e+04   	76.01       	10          
731         	2.2         	3.125e+05   	0.3985      	3.671e+04   	5.574e+04   	5.375e+04   	4.248e+04   	3.79e+04    	58.21       	10          
732         	2.49        	3.712e+05   	0.667       	3.723e+04   	5.513e+04   	5.307e+04   	4.025e+04   	4.614e+04   	25.4        	10          
733         	1.56        	3.85e+05    	0.6751      	3.702e+04   	5.596e+04   	5.263e+04   	3.824e+04   	4.608e+04   	31.44       	10          
734         	2.16        	3.95e+05    	0.6997      	3.725e+04   	5.7e+04     	5.178e+04   	3.718e+04   	4.544e+04   	101.8       	10          
735         	2.56        	4.646e+05   	0.5246      	3.669e+04   	5.658e+04   	5.051e+04   	4.538e+04   	4.534e+04   	74.4        	10          
736         	2.81        	4.808e+05   	0.4173      	3.73e+04    	5.653e+04   	4.797e+04   	4.573e+04   	4.417e+04   	48.24       	10          
737         	2.56        	5.001e+05   	0.9392      	3.762e+04   	5.657e+04   	4.756e+04   	4.585e+04   	4.262e+04   	31.85       	10          
738         	2.09        	5.199e+05   	0.3817      	3.771e+04   	5.636e+04   	4.661e+04   	4.542e+04   	3.999e+04   	53.2        	10          
739         	2.49        	5.36e+05    	1.051       	3.793e+04   	5.497e+04   	4.629e+04   	4.499e+04   	3.628e+04   	62.44       	10          
740         	1.81        	4.819e+05   	1.054       	2.106e+04   	5.579e+04   	4.658e+04   	4.524e+04   	3.282e+04   	43.81       	10          
741         	1.56        	4.982e+05   	0.3276      	2.133e+04   	5.611e+04   	4.759e+04   	4.445e+04   	2.966e+04   	93.81       	10          
742         	1.81        	4.951e+05   	0.6567      	2.125e+04   	5.636e+04   	4.83e+04    	4.312e+04   	2.647e+04   	42.56       	10          
743         	0.96        	4.945e+05   	0.3028      	2.135e+04   	5.675e+04   	4.924e+04   	4.15e+04    	2.39e+04    	28.96       	10          
744         	1.8         	4.977e+05   	0.8341      	1.971e+04   	5.647e+04   	4.969e+04   	3.952e+04   	2.264e+04   	40.61       	10          
745         	2.09        	4.982e+05   	0.9016      	2.047e+04   	5.539e+04   	4.986e+04   	3.826e+04   	2.147e+04   	47.56       	10          
746         	1.84        	4.932e+05   	0.9029      	2.038e+04   	5.544e+04   	5.048e+04   	3.666e+04   	2.065e+04   	78.21       	10          
747         	2.2         	4.888e+05   	1.196       	2.1e+04     	5.363e+04   	5.043e+04   	3.643e+04   	2.071e+04   	30.21       	10          
748         	2.56        	4.857e+05   	1.001       	2.038e+04   	5.47e+04    	4.879e+04   	3.659e+04   	2.094e+04   	19.21       	10          
749         	2.49        	4.814e+05   	1.008       	2.03e+04    	5.52e+04    	4.869e+04   	3.647e+04   	2.098e+04   	71.61       	10          
750         	2.44        	4.864e+05   	0.9518      	2.097e+04   	5.564e+04   	4.875e+04   	3.7e+04     	2.094e+04   	60.24       	10          
751         	2.01        	4.954e+05   	0.5279      	2.107e+04   	5.667e+04   	4.909e+04   	3.702e+04   	2.139e+04   	15.01       	10          
752         	1.85        	5.048e+05   	0.5122      	2.115e+04   	5.55e+04    	4.944e+04   	3.772e+04   	2.13e+04    	42.81       	10          
753         	1.96        	5.106e+05   	0.6307      	2.098e+04   	5.511e+04   	5.544e+04   	3.757e+04   	2.14e+04    	50.8        	10          
754         	2.24        	5.075e+05   	0.4572      	2.122e+04   	5.454e+04   	5.589e+04   	3.782e+04   	2.119e+04   	39          	10          
755         	2.29        	5.049e+05   	0.545       	2.116e+04   	5.476e+04   	5.549e+04   	3.779e+04   	2.086e+04   	22.05       	10          
756         	2.81        	4.957e+05   	0.7502      	2.123e+04   	5.344e+04   	5.539e+04   	3.709e+04   	2.073e+04   	57.41       	10          
757         	2.49        	5.204e+05   	0.3944      	2.069e+04   	5.267e+04   	5.853e+04   	3.709e+04   	2.059e+04   	131.8       	10          
758         	2.49        	5.655e+05   	0.5824      	2.035e+04   	5.219e+04   	5.856e+04   	4.821e+04   	2.106e+04   	42.16       	10          
759         	2.6         	5.621e+05   	0.5246      	1.981e+04   	5.197e+04   	5.871e+04   	4.847e+04   	2.069e+04   	40.44       	10          
760         	2.76        	5.613e+05   	0.6539      	2.042e+04   	5.294e+04   	5.794e+04   	4.95e+04    	2.083e+04   	64.09       	10          
761         	2.8         	5.681e+05   	0.5243      	2.072e+04   	5.394e+04   	5.816e+04   	4.919e+04   	2.107e+04   	48.04       	10          
762         	2.89        	5.719e+05   	0.5132      	2.078e+04   	5.548e+04   	5.887e+04   	4.916e+04   	2.092e+04   	56.01       	10          
763         	2.4         	5.327e+05   	0.5698      	2.108e+04   	5.582e+04   	5.836e+04   	5.603e+04   	2.108e+04   	39.49       	10          
764         	2.6         	5.29e+05    	0.6222      	2.091e+04   	5.672e+04   	5.713e+04   	5.62e+04    	2.101e+04   	28.09       	10          
765         	2.41        	5.26e+05    	0.7959      	2.027e+04   	5.713e+04   	5.595e+04   	5.579e+04   	2.078e+04   	43.8        	10          
766         	2.6         	5.384e+05   	1.152       	2.11e+04    	5.733e+04   	5.606e+04   	5.52e+04    	2.09e+04    	9.21        	10          
767         	3.09        	5.073e+05   	0.5576      	2.01e+04    	5.877e+04   	5.427e+04   	5.477e+04   	2.109e+04   	9.61        	10          
768         	2.09        	5.072e+05   	0.7149      	2.173e+04   	5.93e+04    	5.27e+04    	5.698e+04   	2.088e+04   	32.85       	10          
769         	2.89        	6.026e+05   	0.8436      	2.399e+04   	5.755e+04   	5.096e+04   	5.605e+04   	3.744e+04   	25.84       	10          
770         	3.49        	6.088e+05   	1.049       	2.648e+04   	5.772e+04   	5.204e+04   	5.51e+04    	3.652e+04   	16.41       	10          
771         	3.49        	6.255e+05   	1.167       	2.893e+04   	5.838e+04   	5.288e+04   	5.395e+04   	3.748e+04   	35.64       	10          
772         	3.49        	5.417e+05   	1.04        	3.138e+04   	5.572e+04   	5.237e+04   	5.233e+04   	3.75e+04    	31.96       	10          
773         	3.29        	5.549e+05   	0.8121      	3.274e+04   	5.597e+04   	5.285e+04   	5.181e+04   	3.737e+04   	52.84       	10          
774         	3           	5.658e+05   	0.558       	3.379e+04   	5.428e+04   	5.334e+04   	5.155e+04   	3.779e+04   	52.81       	10          
775         	3.2         	5.808e+05   	0.5009      	3.524e+04   	5.324e+04   	5.447e+04   	5.101e+04   	3.778e+04   	45.76       	10          
776         	2.69        	5.926e+05   	0.9965      	3.52e+04    	5.308e+04   	5.485e+04   	4.96e+04    	3.715e+04   	64.8        	10          
777         	3.09        	6.158e+05   	0.6738      	3.633e+04   	5.134e+04   	5.361e+04   	4.705e+04   	3.764e+04   	94.29       	10          
778         	3.2         	6.348e+05   	1.073       	3.717e+04   	4.968e+04   	5.385e+04   	4.645e+04   	3.775e+04   	43.89       	10          
779         	3.8         	6.534e+05   	0.904       	3.739e+04   	4.929e+04   	5.286e+04   	4.667e+04   	3.806e+04   	17.44       	10          
780         	3.49        	6.715e+05   	1.279       	3.771e+04   	4.824e+04   	5.217e+04   	4.668e+04   	3.818e+04   	14.85       	10          
