generation  	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6	alive.rpl   
845         	3.778       	1792        	1.656       	54.22       	269.2       	324.1       	282.1       	377.1       	485.4       	9           
846         	3.889       	1799        	1.807       	54.11       	267.4       	323.1       	289.2       	378.1       	486.8       	9           
847         	3.667       	1755        	1.409       	54.33       	267         	271.7       	295.9       	377.7       	488.3       	9           
848         	3.778       	1754        	1.585       	53.11       	265.6       	269.1       	298.3       	377.3       	490.4       	9           
849         	4.111       	1759        	1.07        	52.11       	267.8       	267.3       	304.7       	378.3       	488.9       	9           
850         	3.889       	1760        	1.593       	53.11       	268.4       	268         	311.6       	372.8       	486.1       	9           
851         	3.889       	1767        	1.469       	53.11       	269.3       	269.6       	316.4       	375.4       	482.8       	9           
852         	4.111       	1770        	1.561       	52.56       	269.2       	271.7       	316.7       	376.6       	482.9       	9           
853         	4.333       	1778        	1.481       	53.44       	268.6       	273.8       	320.6       	376.1       	485.9       	9           
854         	3.889       	1728        	1.243       	53.67       	268.6       	277.7       	319.6       	324         	484.3       	9           
855         	3.778       	1730        	1.207       	53.67       	267.8       	277.4       	320.8       	325.2       	485.4       	9           
856         	4           	1735        	1.506       	52.33       	269.6       	282.6       	322.3       	323.1       	485.3       	9           
857         	4.111       	1746        	1.431       	52.44       	270.8       	288.4       	322.9       	325.2       	486.6       	9           
858         	4           	1753        	1.476       	53.22       	269.9       	295.3       	324.3       	324         	486.2       	9           
859         	3.778       	1751        	1.526       	53.56       	268.1       	298.3       	326.7       	325         	479.4       	9           
860         	4.111       	1760        	1.619       	53.78       	267.8       	305         	325.7       	326.7       	480.8       	9           
861         	4           	1765        	1.356       	53.67       	269.1       	310.1       	320.2       	328.1       	484         	9           
862         	4.111       	1775        	1.4         	54          	270.7       	313.9       	320.2       	328.9       	487.1       	9           
863         	4           	1784        	1.583       	53.78       	270.4       	317.4       	322.7       	330         	489.6       	9           
864         	4           	1787        	1.876       	54.11       	270.7       	320.3       	322.8       	332.8       	486.7       	9           
865         	4           	1791        	1.426       	53.89       	268.8       	320.7       	324.3       	333.7       	489.7       	9           
866         	4           	1799        	1.313       	54.22       	269.9       	321.6       	323.1       	343.2       	487.1       	9           
867         	4           	1804        	1.385       	54.56       	271.3       	320.2       	323.3       	348.8       	485.3       	9           
868         	4.444       	1817        	1.454       	55.44       	271.8       	324         	323.3       	354.7       	488.1       	9           
869         	4.222       	1819        	1.324       	56          	270.7       	322.9       	323.4       	359.7       	486.6       	9           
870         	3.889       	1766        	1.82        	54.22       	269.3       	323.6       	267.7       	364         	487.7       	9           
871         	4.222       	1777        	1.522       	55.44       	269         	324.4       	272.1       	368.3       	487.6       	9           
872         	3.889       	1778        	1.698       	56.78       	266.7       	325         	272         	371.6       	486.2       	9           
873         	3.778       	1776        	1.376       	54          	266.8       	324.3       	271.9       	371         	487.6       	9           
874         	4           	1774        	1.613       	54.11       	269.4       	323.7       	270.8       	371.9       	484.4       	9           
875         	3.889       	1777        	1.687       	53.78       	268.1       	325.2       	271.8       	374.1       	483.8       	9           
876         	3.889       	1774        	1.817       	53.56       	265         	322.1       	272.4       	376         	485.2       	9           
877         	4.222       	1783        	1.4         	54.11       	267         	325.8       	272         	376.6       	487.6       	9           
878         	4.111       	1783        	1.711       	54.78       	266.7       	324.3       	273.9       	375.8       	488         	9           
879         	4.222       	1785        	1.396       	54.89       	267.4       	325.4       	272.8       	374.9       	489.2       	9           
880         	4.222       	1786        	1.693       	54.11       	266.8       	320.6       	277.9       	375.4       	491.2       	9           
881         	4.111       	1786        	1.311       	54.11       	269.1       	322.9       	278.9       	373.8       	487         	9           
882         	4.111       	1794        	1.289       	54.33       	267.9       	325.6       	282.7       	376.9       	487         	9           
883         	4.222       	1800        	1.361       	52.33       	270.1       	324.4       	287.3       	378.7       	487.6       	9           
884         	4           	1809        	1.6         	54          	269.6       	324.7       	294.3       	378.3       	488.1       	9           
885         	4           	1762        	1.396       	55.56       	267.6       	269.8       	301         	378         	489.7       	9           
886         	4.111       	1769        	1.535       	56.78       	269         	270.7       	306         	377         	489.7       	9           
887         	4.111       	1776        	1.446       	57.11       	269.6       	270.8       	311         	380.2       	487.7       	9           
888         	4.111       	1724        	1.47        	60.44       	266         	269.6       	316.4       	378.2       	433         	9           
889         	4.444       	1729        	1.3         	63.22       	266         	271.6       	316.7       	376.9       	434.2       	9           
890         	4.222       	1734        	1.319       	67.67       	266.4       	274.7       	316.8       	375.9       	432.3       	9           
891         	4.111       	1741        	1.3         	72.11       	269         	273         	319         	374.2       	433.7       	9           
892         	3.889       	1700        	1.381       	76.89       	215         	277.6       	322         	375.8       	433.2       	9           
893         	4           	1713        	1.219       	82.89       	216.2       	277.7       	323.9       	378.3       	434.1       	9           
894         	3.889       	1666        	1.302       	89.44       	162.7       	280.1       	322.2       	376.9       	434.6       	9           
895         	4           	1684        	1.481       	95.22       	163.1       	285.3       	323.6       	377.8       	438.8       	9           
896         	4.111       	1697        	1.476       	99.78       	162         	292.7       	320.9       	379.3       	442         	9           
897         	4           	1645        	1.387       	104.8       	110.1       	299         	322         	377.7       	431.7       	9           
898         	4           	1551        	1.174       	110.4       	109.8       	250.9       	271.2       	374.8       	434.3       	9           
899         	3.778       	1509        	1.011       	112.8       	112.7       	202         	272.8       	375         	434.1       	9           
900         	3.889       	1520        	0.9815      	120.2       	115.3       	206         	270.1       	376.4       	431.9       	9           
901         	4.444       	1530        	1.159       	127.2       	118.7       	208.4       	270         	376.9       	429.1       	9           
902         	4           	1531        	1.385       	131.9       	109.4       	213.4       	271.7       	378         	427         	9           
903         	3.889       	1547        	1.15        	138.3       	111.1       	217.3       	271.3       	378.4       	430.8       	9           
904         	4           	1560        	1.313       	144.1       	111.9       	219.6       	271.4       	378.3       	434.9       	9           
905         	4.375       	1708        	1.404       	168.4       	129.4       	248.4       	304         	424.4       	433.5       	8           
906         	4.375       	1722        	1.11        	172.6       	131.4       	252.5       	303.9       	427.2       	434.1       	8           
907         	4.25        	1736        	1.275       	175.8       	137.6       	256.1       	305.8       	425.8       	435.4       	8           
908         	4.375       	1760        	1.671       	178.6       	145.6       	259.8       	312         	424.1       	440         	8           
909         	4.375       	1788        	1.548       	180.1       	154.5       	267.8       	314.2       	424.5       	447         	8           
910         	4.125       	1809        	1.55        	181.2       	162.9       	272.6       	317.8       	421.8       	452.8       	8           
911         	4.25        	1838        	1.515       	180.5       	173.5       	280.4       	322.2       	420.5       	461.2       	8           
912         	4.5         	1868        	1.479       	181.8       	184.2       	287.9       	324.1       	423.2       	467.1       	8           
913         	4.375       	1898        	1.825       	181.9       	194.8       	291.9       	332         	423.8       	473.4       	8           
914         	4.5         	1914        	1.704       	179.9       	204.8       	296.9       	338.5       	422         	472.1       	8           
915         	4.5         	1936        	1.348       	178.6       	214.4       	298.8       	342.9       	424.2       	477.2       	8           
916         	4.25        	1960        	1.744       	179.4       	222.8       	302.4       	346.8       	425.9       	483.2       	8           
917         	4.5         	1976        	1.788       	179.9       	229.4       	303.6       	353.6       	425.4       	483.9       	8           
918         	4.375       	1986        	1.642       	178.6       	232.1       	308.8       	356.5       	425.9       	483.8       	8           
919         	4.375       	1992        	1.427       	179         	236.9       	313.8       	358.9       	420.1       	483.4       	8           
920         	4           	1766        	1.542       	178         	240.6       	193.2       	363.2       	362.8       	427.6       	8           
921         	4.25        	1776        	1.275       	179.5       	242.2       	198.6       	362.9       	364.9       	428         	8           
922         	4.25        	1782        	1.26        	180.2       	243         	206         	362.9       	364.6       	424.9       	8           
923         	4.5         	1720        	1.64        	179.6       	240.4       	213.2       	302.9       	361.1       	423         	8           
924         	4.125       	1725        	1.379       	179.2       	241.2       	216.6       	303.9       	359.6       	424.4       	8           
925         	4.125       	1738        	1.685       	178         	242.4       	224.4       	306.5       	362.5       	424.2       	8           
926         	4.125       	1745        	1.304       	180.4       	240.8       	229.2       	309.2       	359.9       	425.1       	8           
927         	4           	1756        	1.588       	180.8       	242.8       	234.5       	308.2       	361.4       	428.4       	8           
928         	4.375       	1768        	1.762       	181.4       	243.8       	241.6       	312.2       	357.9       	430.8       	8           
929         	4.125       	1720        	1.829       	179.8       	243.5       	247.8       	256.2       	360.4       	432.2       	8           
930         	4.125       	1727        	1.727       	178.9       	243.9       	251.9       	259.5       	361.5       	431.5       	8           
931         	4.125       	1739        	1.581       	180.1       	242         	256.9       	264.6       	359.9       	435.6       	8           
932         	4.25        	1703        	1.596       	180.4       	184.4       	260.2       	272.8       	363.4       	442.1       	8           
933         	4           	1724        	1.621       	180.9       	180         	267.8       	279.5       	364.4       	451.4       	8           
934         	4.125       	1674        	1.36        	178.5       	182         	275.8       	220.2       	364.4       	452.8       	8           
935         	4.5         	1697        	1.521       	179.2       	182.6       	281.2       	229.2       	364.8       	459.9       	8           
936         	4.375       	1658        	1.427       	180.8       	182.5       	287.6       	237.2       	301.5       	467.9       	8           
937         	4.375       	1675        	1.662       	181.8       	183.2       	291.4       	242.9       	301.6       	473.9       	8           
938         	4.5         	1690        	1.202       	182.6       	181.6       	295.9       	248.8       	303         	478.4       	8           
939         	4.375       	1708        	1.188       	181.9       	182.6       	300.6       	256.4       	308.4       	478.1       	8           
940         	4.375       	1726        	1.56        	181.4       	182.8       	303.5       	264.2       	311.1       	482.9       	8           
941         	4.5         	1744        	1.554       	181         	183.5       	303.2       	274         	313.9       	488.1       	8           
942         	4.25        	1700        	1.219       	182.9       	184.6       	243         	283         	319.4       	487.1       	8           
943         	4.5         	1718        	1.488       	182.1       	186.1       	242.2       	297         	324.1       	486.8       	8           
944         	4.5         	1747        	1.721       	181.6       	187.8       	243.4       	312.1       	333.5       	488.8       	8           
945         	4.375       	1777        	1.608       	180.6       	192         	243.4       	325.6       	345.4       	490.1       	8           
946         	4.375       	1738        	1.442       	180.6       	196.1       	240.6       	340.5       	290.6       	489.2       	8           
947         	4.5         	1775        	1.583       	181.2       	200.6       	242.2       	354.5       	306.5       	490.1       	8           
948         	4.25        	1805        	1.427       	181.6       	208.2       	242.2       	365.9       	317.2       	489.8       	8           
949         	4.375       	1835        	1.542       	182         	214.4       	242         	379.2       	330         	487         	8           
950         	4.25        	1846        	1.338       	176.9       	217.9       	239.5       	388.8       	337.8       	485         	8           
951         	4.5         	1878        	1.512       	179.5       	225.5       	242.2       	395.5       	348.6       	486.6       	8           
952         	4.25        	1850        	1.304       	180.9       	183.8       	244.8       	401.5       	356.2       	482.9       	8           
953         	4.25        	1864        	1.631       	181.2       	183.1       	246.9       	406.5       	359.2       	487.1       	8           
954         	4.375       	1812        	1.69        	179.8       	181.6       	187.9       	413.4       	363.5       	485.8       	8           
955         	4.5         	1821        	1.092       	180.8       	183.1       	190.1       	418.5       	364.6       	484         	8           
956         	4.375       	1760        	1.644       	181.5       	181.6       	187.9       	358.2       	364.8       	486.2       	8           
957         	4.5         	1775        	1.217       	179.9       	184.2       	195.9       	361         	368.4       	485.8       	8           
958         	4.375       	1793        	1.525       	178.2       	185         	203.6       	364.1       	374.8       	487.6       	8           
959         	4.5         	1812        	1.667       	177.5       	188.5       	211.9       	364.1       	381         	489         	8           
960         	4.625       	1828        	1.344       	179.2       	191.2       	215.4       	367.1       	389.1       	486.2       	8           
961         	4.625       	1847        	1.296       	180.6       	193.9       	223.2       	369         	392.9       	487.1       	8           
962         	4.25        	1746        	1.506       	119.6       	199.2       	230.9       	370.9       	398         	427.4       	8           
963         	4           	1747        	1.471       	120.1       	182         	238.1       	374         	404.4       	428.4       	8           
964         	4.25        	1761        	1.544       	119.5       	182.9       	241.9       	375.4       	413         	428.8       	8           
965         	4.125       	1709        	1.498       	119.1       	181.8       	247.1       	379.9       	415.8       	365         	8           
966         	4.25        	1724        	1.883       	120.6       	180.9       	254.5       	385.5       	417.5       	364.8       	8           
967         	4.5         	1742        	1.577       	122         	182.1       	261.8       	393.6       	419.9       	363         	8           
968         	4.25        	1761        	1.802       	121.2       	181.2       	268.5       	399.2       	422.6       	368.5       	8           
969         	4.625       	1777        	1.61        	121.2       	182.6       	275.2       	400.8       	423.6       	373.8       	8           
970         	4.125       	1737        	1.913       	119.9       	182.1       	283.8       	409.6       	422.6       	319.4       	8           
971         	4.25        	1755        	1.404       	119.1       	183.1       	288.8       	415.2       	423.4       	325.6       	8           
972         	4.125       	1714        	1.462       	119.6       	185.4       	293.8       	359.4       	427.2       	328.8       	8           
973         	4.125       	1671        	1.817       	120.8       	185.2       	298.4       	301.4       	426.5       	339.1       	8           
974         	4           	1492        	1.379       	119.5       	185.2       	238.6       	241.9       	419.4       	287.9       	8           
975         	4.125       	1522        	1.204       	119.8       	189.1       	240.6       	245.2       	420.9       	306         	8           
976         	4.25        	1480        	1.217       	120.4       	190.5       	243.2       	243.2       	423.4       	258.8       	8           
977         	3.75        	1502        	1.258       	118.6       	195.6       	244         	244.4       	425.8       	273.6       	8           
978         	4           	1456        	1.406       	120.6       	197.4       	240.1       	244.2       	425         	229         	8           
979         	4.125       	1420        	1.398       	61          	206         	241.8       	245.5       	420.5       	245.1       	8           
980         	3.875       	1439        	2.015       	61          	211.1       	244         	244.9       	421.2       	257         	8           
981         	4.5         	1463        	1.49        	61.5        	219         	243.9       	246.9       	421.1       	270.6       	8           
982         	4           	1489        	1.746       	60          	224.5       	245.8       	252.5       	422         	284.4       	8           
983         	4           	1457        	1.396       	60.62       	227.5       	248         	198.2       	424.2       	298.2       	8           
984         	4.125       	1478        	1.308       	61.12       	229.6       	250.1       	206.1       	422         	309.4       	8           
985         	4.5         	1510        	1.5         	61.12       	234.1       	255.5       	217.1       	422.6       	319.8       	8           
986         	4           	1550        	1.496       	61.38       	237.9       	259.9       	228.6       	424         	337.9       	8           
987         	4.625       	1586        	1.162       	60.88       	241         	266.1       	239.2       	423.8       	354.6       	8           
988         	4.25        	1624        	0.8521      	61          	241.8       	273.9       	254.9       	425.5       	367         	8           
989         	4.625       	1599        	1.356       	61.12       	243         	280.8       	267.9       	422         	324.2       	8           
990         	4.429       	1802        	1.857       	68.71       	274.9       	258.7       	323         	485         	391.7       	7           
991         	4.857       	1841        	1.817       	69          	276.3       	267.7       	335.9       	485         	407.6       	7           
992         	4.857       	1804        	2.074       	68.43       	275.9       	275.3       	346.3       	413.4       	424.3       	7           
993         	4.857       	1841        	1.519       	69          	276.4       	286         	358.3       	409.4       	442         	7           
994         	4.571       	1880        	1.181       	69.14       	276         	295.3       	374.1       	411         	454.1       	7           
995         	4.571       	1920        	1.674       	69.57       	272.7       	307.1       	389         	416.6       	465.1       	7           
996         	4.857       	1948        	1.662       	69.86       	276.1       	311.9       	398.1       	418.9       	472.7       	7           
997         	4.571       	1974        	1.302       	69.71       	276.1       	326.9       	409.1       	417.9       	474.7       	7           
998         	5           	2003        	1.81        	70.14       	278.3       	343.3       	419.6       	416         	475.6       	7           
999         	5.143       	2033        	1.483       	70.57       	276.9       	356.6       	430.7       	419.1       	479.4       	7           
1000        	4.714       	2059        	1.607       	68.71       	276.3       	370.4       	437.7       	421.9       	483.7       	7           
